代码	名称	公告时间	类型	公告内容
688073	毕得医药	2025-04-24	报表披露	2024年年报归属净利润1.174亿元，同比增长7.17%，基本每股收益1.32元
002198	嘉应制药	2025-04-25	报表披露	于2025-04-25披露2024年年报
000007	全新好	2025-04-25	报表披露	2024年年报归属净利润5642万元，同比增长56.86%，基本每股收益0.16元
000021	深科技	2025-04-25	报表披露	2024年年报归属净利润9.303亿元，同比增长44.33%，基本每股收益0.5962元
000025	特  力Ａ	2025-04-25	报表披露	2025年一季报归属净利润3423万元，同比下降2.89%，基本每股收益0.0794元
000026	飞亚达	2025-04-25	报表披露	2025年一季报归属净利润4531万元，同比下降39.99%，基本每股收益0.1118元
000028	国药一致	2025-04-25	报表披露	2025年一季报归属净利润3.28亿元，同比下降15.63%，基本每股收益0.59元
000032	深桑达Ａ	2025-04-25	报表披露	2024年年报归属净利润3.297亿元，同比增长0.03%，基本每股收益0.2898元
000048	京基智农	2025-04-25	报表披露	2025年一季报归属净利润1.12亿元，同比增长106.99%，基本每股收益0.2127元
000059	华锦股份	2025-04-25	报表披露	2025年一季报归属净利润-3.42亿元，同比增长31.76%，基本每股收益-0.2138元
000068	华控赛格	2025-04-25	报表披露	2025年一季报归属净利润-1737万元，同比增长24.98%，基本每股收益-0.0173元
000089	深圳机场	2025-04-25	报表披露	2025年一季报归属净利润1.629亿元，同比增长72.20%，基本每股收益0.0794元
000153	丰原药业	2025-04-25	报表披露	2025年一季报归属净利润3802万元，同比下降19.12%，基本每股收益0.0818元
000159	国际实业	2025-04-25	报表披露	2025年一季报归属净利润861.3万元，同比增长4.83%，基本每股收益0.0179元
000411	英特集团	2025-04-25	报表披露	2024年年报归属净利润5.255亿元，同比增长7.53%，基本每股收益1.02元
000417	合百集团	2025-04-25	报表披露	2024年年报归属净利润1.906亿元，同比下降27.82%，基本每股收益0.2444元
000420	吉林化纤	2025-04-25	报表披露	2025年一季报归属净利润827万元，同比下降60.59%，基本每股收益0.0034元
000503	国新健康	2025-04-25	报表披露	2025年一季报归属净利润-4558万元，同比下降12.86%，基本每股收益-0.0465元
000532	华金资本	2025-04-25	报表披露	2025年一季报归属净利润3697万元，同比下降65.97%，基本每股收益0.1073元
000541	佛山照明	2025-04-25	报表披露	2025年一季报归属净利润6476万元，同比下降22.65%，基本每股收益0.0422元
000543	皖能电力	2025-04-25	报表披露	2024年年报归属净利润20.64亿元，同比增长44.36%，基本每股收益0.91元
000546	金圆股份	2025-04-25	报表披露	2024年年报归属净利润3971万元，同比增长105.85%，基本每股收益0.05元
000554	泰山石油	2025-04-25	报表披露	2024年年报归属净利润9933万元，同比增长184.72%，基本每股收益0.2066元
000557	西部创业	2025-04-25	报表披露	2025年一季报归属净利润6576万元，同比下降22.01%，基本每股收益0.0451元
000558	天府文旅	2025-04-25	报表披露	2024年年报归属净利润-2453万元，同比下降143.64%，基本每股收益-0.019元
000563	陕国投Ａ	2025-04-25	报表披露	2025年一季报归属净利润3.87亿元，同比增长5.27%，基本每股收益0.0757元
000565	渝三峡Ａ	2025-04-25	报表披露	2024年年报归属净利润436.7万元，同比增长112.54%，基本每股收益0.01元
000581	威孚高科	2025-04-25	报表披露	2025年一季报归属净利润3.544亿元，同比下降35.46%，基本每股收益0.36元
000582	北部湾港	2025-04-25	报表披露	2024年年报归属净利润12.19亿元，同比增长8.18%，基本每股收益0.579元
000592	平潭发展	2025-04-25	报表披露	2024年年报归属净利润-1.168亿元，同比增长62.05%，基本每股收益-0.0609元
000605	渤海股份	2025-04-25	报表披露	2024年年报归属净利润1609万元，同比下降20.03%，基本每股收益0.0456元
000619	海螺新材	2025-04-25	报表披露	2025年一季报归属净利润-2456万元，同比下降59.00%，基本每股收益-0.0557元
000626	远大控股	2025-04-25	报表披露	2024年年报归属净利润-3.018亿元，同比增长20.02%，基本每股收益-0.59元
000628	高新发展	2025-04-25	报表披露	2024年年报归属净利润6137万元，同比下降83.23%，基本每股收益0.174元
000635	英 力 特	2025-04-25	报表披露	2025年一季报归属净利润-8224万元，同比下降17.75%，基本每股收益-0.27元
000639	西王食品	2025-04-25	报表披露	2025年一季报归属净利润751.6万元，同比下降85.22%，基本每股收益0.007元
000657	中钨高新	2025-04-25	报表披露	2025年一季报归属净利润2.21亿元，同比增长3.24%，基本每股收益0.11元
000672	上峰水泥	2025-04-25	报表披露	2024年年报归属净利润6.275亿元，同比下降15.70%，基本每股收益0.6621元
000677	恒天海龙	2025-04-25	报表披露	2025年一季报归属净利润1303万元，同比增长24.79%，基本每股收益0.0151元
000683	远兴能源	2025-04-25	报表披露	2024年年报归属净利润18.11亿元，同比增长28.46%，基本每股收益0.49元
000709	河钢股份	2025-04-25	报表披露	2025年一季报归属净利润2.322亿元，同比增长46.01%，基本每股收益0.02元
000710	贝瑞基因	2025-04-25	报表披露	2024年年报归属净利润-1.924亿元，同比增长54.96%，基本每股收益-0.5443元
000716	黑芝麻	2025-04-25	报表披露	2024年年报归属净利润7774万元，同比增长80.46%，基本每股收益0.104元
000729	燕京啤酒	2025-04-25	报表披露	2025年一季报归属净利润1.653亿元，同比增长61.10%，基本每股收益0.0569元
000737	北方铜业	2025-04-25	报表披露	2024年年报归属净利润6.128亿元，同比下降1.37%，基本每股收益0.346元
000751	锌业股份	2025-04-25	报表披露	2025年一季报归属净利润2848万元，同比增长1996.62%，基本每股收益0.0176元
000752	ST西发	2025-04-25	报表披露	2024年年报归属净利润2620万元，同比增长201.64%，基本每股收益0.0993元
000755	山西高速	2025-04-25	报表披露	2024年年报归属净利润4.66亿元，同比增长1.59%，基本每股收益0.3176元
000757	浩物股份	2025-04-25	报表披露	2024年年报归属净利润-2001万元，同比增长84.05%，基本每股收益-0.04元
000762	西藏矿业	2025-04-25	报表披露	2025年一季报归属净利润-1344万元，同比下降156.77%，基本每股收益-0.0258元
000767	晋控电力	2025-04-25	报表披露	2025年一季报归属净利润6072万元，同比增长111.95%，基本每股收益-0.0148元
000782	恒申新材	2025-04-25	报表披露	2025年一季报归属净利润122.7万元，同比增长116.38%，基本每股收益0.0018元
000786	北新建材	2025-04-25	报表披露	2025年一季报归属净利润8.422亿元，同比增长2.46%，基本每股收益0.498元
000788	北大医药	2025-04-25	报表披露	2025年一季报归属净利润4564万元，同比增长3.62%，基本每股收益0.0766元
000798	中水渔业	2025-04-25	报表披露	2025年一季报归属净利润-1606万元，同比增长45.57%，基本每股收益-0.0439元
000812	陕西金叶	2025-04-25	报表披露	2024年年报归属净利润4202万元，同比增长5.67%，基本每股收益0.0547元
000818	航锦科技	2025-04-25	报表披露	2025年一季报归属净利润515.3万元，同比下降89.82%，基本每股收益0.01元
000823	超声电子	2025-04-25	报表披露	2025年一季报归属净利润4177万元，同比增长142.26%，基本每股收益0.0778元
000856	冀东装备	2025-04-25	报表披露	2025年一季报归属净利润12.02万元，同比下降97.08%，基本每股收益0.0005元
000869	张  裕Ａ	2025-04-25	报表披露	2025年一季报归属净利润1.593亿元，同比增长0.21%，基本每股收益0.24元
000878	云南铜业	2025-04-25	报表披露	2025年一季报归属净利润5.597亿元，同比增长23.97%，基本每股收益0.2793元
000883	湖北能源	2025-04-25	报表披露	2025年一季报归属净利润3.562亿元，同比下降54.31%，基本每股收益0.06元
000885	城发环境	2025-04-25	报表披露	2024年年报归属净利润11.41亿元，同比增长6.18%，基本每股收益1.778元
000888	峨眉山Ａ	2025-04-25	报表披露	2024年年报归属净利润2.346亿元，同比增长3.08%，基本每股收益0.4453元
000902	新洋丰	2025-04-25	报表披露	2025年一季报归属净利润5.145亿元，同比增长49.61%，基本每股收益0.41元
000920	沃顿科技	2025-04-25	报表披露	2025年一季报归属净利润4445万元，同比增长30.35%，基本每股收益0.094元
000922	佳电股份	2025-04-25	报表披露	2025年一季报归属净利润5509万元，同比下降40.75%，基本每股收益0.09元
000923	河钢资源	2025-04-25	报表披露	2024年年报归属净利润5.662亿元，同比下降37.95%，基本每股收益0.8674元
000963	华东医药	2025-04-25	报表披露	2025年一季报归属净利润9.147亿元，同比增长6.06%，基本每股收益0.5224元
000967	盈峰环境	2025-04-25	报表披露	2025年一季报归属净利润1.807亿元，同比增长4.74%，基本每股收益0.06元
000968	蓝焰控股	2025-04-25	报表披露	2024年年报归属净利润4.344亿元，同比下降19.58%，基本每股收益0.45元
000970	中科三环	2025-04-25	报表披露	2025年一季报归属净利润1349万元，同比增长113.66%，基本每股收益0.0112元
000972	*ST中基	2025-04-25	报表披露	2025年一季报归属净利润-725.6万元，同比下降221.28%，基本每股收益-0.0094元
000988	华工科技	2025-04-25	报表披露	2025年一季报归属净利润4.099亿元，同比增长40.88%，基本每股收益0.41元
001211	双枪科技	2025-04-25	报表披露	2024年年报归属净利润2842万元，同比增长339.51%，基本每股收益0.39元
001228	永泰运	2025-04-25	报表披露	2024年年报归属净利润8778万元，同比下降41.47%，基本每股收益0.86元
001230	劲旅环境	2025-04-25	报表披露	2025年一季报归属净利润3877万元，同比增长21.26%，基本每股收益0.29元
001259	利仁科技	2025-04-25	报表披露	2025年一季报归属净利润211.9万元，同比下降82.96%，基本每股收益0.0288元
001268	联合精密	2025-04-25	报表披露	2024年年报归属净利润7146万元，同比增长15.52%，基本每股收益0.66元
001279	强邦新材	2025-04-25	报表披露	2024年年报归属净利润8232万元，同比下降11.97%，基本每股收益0.6499元
001282	三联锻造	2025-04-25	报表披露	2024年年报归属净利润1.463亿元，同比增长16.64%，基本每股收益0.92元
001298	好上好	2025-04-25	报表披露	2025年一季报归属净利润1760万元，同比增长273.64%，基本每股收益0.0865元
001319	铭科精技	2025-04-25	报表披露	2025年一季报归属净利润2465万元，同比增长20.78%，基本每股收益0.1743元
001323	慕思股份	2025-04-25	报表披露	2024年年报归属净利润7.673亿元，同比下降4.36%，基本每股收益1.95元
001376	百通能源	2025-04-25	报表披露	2025年一季报归属净利润5064万元，同比增长2.25%，基本每股收益0.11元
001379	腾达科技	2025-04-25	报表披露	2024年年报归属净利润7663万元，同比下降10.49%，基本每股收益0.39元
001387	雪祺电气	2025-04-25	报表披露	2025年一季报归属净利润1904万元，同比增长8.31%，基本每股收益0.1071元
002009	天奇股份	2025-04-25	报表披露	2024年年报归属净利润-2.551亿元，同比增长38.53%，基本每股收益-0.63元
002025	航天电器	2025-04-25	报表披露	2025年一季报归属净利润4656万元，同比下降79.35%，基本每股收益0.1元
002031	巨轮智能	2025-04-25	报表披露	2024年年报归属净利润-2.086亿元，同比下降581.70%，基本每股收益-0.0948元
002032	苏 泊 尔	2025-04-25	报表披露	2025年一季报归属净利润4.969亿元，同比增长5.82%，基本每股收益0.624元
002037	保利联合	2025-04-25	报表披露	2025年一季报归属净利润-6036万元，同比增长9.09%，基本每股收益-0.125元
002043	兔 宝 宝	2025-04-25	报表披露	2024年年报归属净利润5.853亿元，同比下降15.11%，基本每股收益0.71元
002047	*ST宝鹰	2025-04-25	报表披露	2024年年报归属净利润-7.423亿元，同比增长23.52%，基本每股收益-0.49元
002051	中工国际	2025-04-25	报表披露	2025年一季报归属净利润1.312亿元，同比增长12.17%，基本每股收益0.11元
002053	云南能投	2025-04-25	报表披露	2025年一季报归属净利润2.21亿元，同比下降38.03%，基本每股收益0.2401元
002062	宏润建设	2025-04-25	报表披露	2024年年报归属净利润2.829亿元，同比下降16.56%，基本每股收益0.26元
002063	远光软件	2025-04-25	报表披露	2025年一季报归属净利润938.8万元，同比增长2.66%，基本每股收益0.0049元
002068	黑猫股份	2025-04-25	报表披露	2024年年报归属净利润2513万元，同比增长110.35%，基本每股收益0.0342元
002069	獐子岛	2025-04-25	报表披露	2025年一季报归属净利润-156.1万元，同比增长77.73%，基本每股收益-0.0022元
002072	凯瑞德	2025-04-25	报表披露	2025年一季报归属净利润-255.3万元，同比下降284.92%，基本每股收益-0.0069元
002074	国轩高科	2025-04-25	报表披露	2024年年报归属净利润12.07亿元，同比增长28.56%，基本每股收益0.68元
002092	ST中泰	2025-04-25	报表披露	2025年一季报归属净利润-8980万元，同比增长49.28%，基本每股收益-0.0349元
002112	三变科技	2025-04-25	报表披露	2024年年报归属净利润1.208亿元，同比增长35.11%，基本每股收益0.46元
002119	康强电子	2025-04-25	报表披露	2025年一季报归属净利润2592万元，同比增长37.87%，基本每股收益0.07元
002122	汇洲智能	2025-04-25	报表披露	2024年年报归属净利润-3.713亿元，同比下降363.73%，基本每股收益-0.1856元
002124	ST天邦	2025-04-25	报表披露	2025年一季报归属净利润1.269亿元，同比下降78.97%，基本每股收益0.0571元
002127	南极电商	2025-04-25	报表披露	2025年一季报归属净利润-1363万元，同比下降128.54%，基本每股收益-0.0057元
002128	电投能源	2025-04-25	报表披露	2024年年报归属净利润53.42亿元，同比增长17.15%，基本每股收益2.38元
002132	恒星科技	2025-04-25	报表披露	2025年一季报归属净利润567万元，同比增长390.50%，基本每股收益0.0043元
002151	北斗星通	2025-04-25	报表披露	2025年一季报归属净利润-2962万元，同比增长35.96%，基本每股收益-0.05元
002157	正邦科技	2025-04-25	报表披露	2024年年报归属净利润2.164亿元，同比下降97.46%，基本每股收益0.0234元
002182	宝武镁业	2025-04-25	报表披露	2024年年报归属净利润1.596亿元，同比下降47.91%，基本每股收益0.161元
002200	*ST交投	2025-04-25	报表披露	2025年一季报归属净利润-110.2万元，同比下降131.26%，基本每股收益-0.006元
002209	达 意 隆	2025-04-25	报表披露	2025年一季报归属净利润2949万元，同比增长245.76%，基本每股收益0.1473元
002210	飞马国际	2025-04-25	报表披露	2024年年报归属净利润2850万元，同比增长73.96%，基本每股收益0.0107元
002213	大为股份	2025-04-25	报表披露	2025年一季报归属净利润-189万元，同比增长32.23%，基本每股收益-0.008元
002215	诺 普 信	2025-04-25	报表披露	2025年一季报归属净利润6.269亿元，同比增长37.99%，基本每股收益0.6398元
002229	鸿博股份	2025-04-25	报表披露	2025年一季报归属净利润8458万元，同比增长437.46%，基本每股收益0.1715元
002239	奥特佳	2025-04-25	报表披露	2025年一季报归属净利润4669万元，同比增长19.20%，基本每股收益0.014元
002243	力合科创	2025-04-25	报表披露	2025年一季报归属净利润-2070万元，同比增长42.64%，基本每股收益-0.0171元
002248	华东数控	2025-04-25	报表披露	2025年一季报归属净利润796.3万元，同比增长47.45%，基本每股收益0.03元
002250	联化科技	2025-04-25	报表披露	2024年年报归属净利润1.031亿元，同比增长122.17%，基本每股收益0.11元
002258	利尔化学	2025-04-25	报表披露	2025年一季报归属净利润1.53亿元，同比增长219.90%，基本每股收益0.1912元
002261	拓维信息	2025-04-25	报表披露	2024年年报归属净利润-1.005亿元，同比下降323.51%，基本每股收益-0.08元
002273	水晶光电	2025-04-25	报表披露	2025年一季报归属净利润2.209亿元，同比增长23.67%，基本每股收益0.16元
002276	万马股份	2025-04-25	报表披露	2025年一季报归属净利润8183万元，同比增长23.05%，基本每股收益0.0814元
002279	久其软件	2025-04-25	报表披露	2024年年报归属净利润-1.556亿元，同比下降9.39%，基本每股收益-0.1798元
002284	亚太股份	2025-04-25	报表披露	2025年一季报归属净利润1.002亿元，同比增长65.35%，基本每股收益0.136元
002285	世联行	2025-04-25	报表披露	2024年年报归属净利润-1.978亿元，同比增长33.09%，基本每股收益-0.1元
002286	保龄宝	2025-04-25	报表披露	2024年年报归属净利润1.112亿元，同比增长105.97%，基本每股收益0.3元
002287	奇正藏药	2025-04-25	报表披露	2025年一季报归属净利润7568万元，同比下降22.35%，基本每股收益0.1425元
002293	罗莱生活	2025-04-25	报表披露	2025年一季报归属净利润1.13亿元，同比增长26.31%，基本每股收益0.136元
002296	辉煌科技	2025-04-25	报表披露	2024年年报归属净利润2.745亿元，同比增长66.99%，基本每股收益0.7063元
002298	中电鑫龙	2025-04-25	报表披露	2024年年报归属净利润-15.49亿元，同比下降162.45%，基本每股收益-2.16元
002318	久立特材	2025-04-25	报表披露	2025年一季报归属净利润3.891亿元，同比增长18.59%，基本每股收益0.41元
002329	皇氏集团	2025-04-25	报表披露	2024年年报归属净利润-6.807亿元，同比下降1110.73%，基本每股收益-0.8126元
002337	赛象科技	2025-04-25	报表披露	2024年年报归属净利润3979万元，同比下降37.08%，基本每股收益0.07元
002339	积成电子	2025-04-25	报表披露	2024年年报归属净利润3160万元，同比增长2.13%，基本每股收益0.06元
002347	泰尔股份	2025-04-25	报表披露	2024年年报归属净利润1459万元，同比增长134.32%，基本每股收益0.0289元
002351	漫步者	2025-04-25	报表披露	2025年一季报归属净利润1.022亿元，同比下降6.53%，基本每股收益0.1149元
002354	天娱数科	2025-04-25	报表披露	2025年一季报归属净利润524.2万元，同比下降60.61%，基本每股收益0.0032元
002357	富临运业	2025-04-25	报表披露	2025年一季报归属净利润6614万元，同比增长30.34%，基本每股收益0.211元
002358	森源电气	2025-04-25	报表披露	2025年一季报归属净利润4213万元，同比增长10.24%，基本每股收益0.05元
002361	神剑股份	2025-04-25	报表披露	2025年一季报归属净利润1187万元，同比增长65.63%，基本每股收益0.0125元
002363	隆基机械	2025-04-25	报表披露	2025年一季报归属净利润1879万元，同比增长29.42%，基本每股收益0.04元
002370	亚太药业	2025-04-25	报表披露	2024年年报归属净利润3424万元，同比增长388.29%，基本每股收益0.05元
002374	中锐股份	2025-04-25	报表披露	2024年年报归属净利润-2.565亿元，同比下降59.62%，基本每股收益-0.24元
002376	新北洋	2025-04-25	报表披露	2025年一季报归属净利润492.4万元，同比增长127.15%，基本每股收益0.0061元
002380	科远智慧	2025-04-25	报表披露	2024年年报归属净利润2.518亿元，同比增长56.64%，基本每股收益1.05元
002384	东山精密	2025-04-25	报表披露	2024年年报归属净利润10.86亿元，同比下降44.74%，基本每股收益0.64元
002385	大北农	2025-04-25	报表披露	2024年年报归属净利润3.458亿元，同比增长115.91%，基本每股收益0.08元
002386	天原股份	2025-04-25	报表披露	2025年一季报归属净利润1137万元，同比增长73.46%，基本每股收益0.0087元
002393	力生制药	2025-04-25	报表披露	2025年一季报归属净利润5528万元，同比下降6.56%，基本每股收益0.21元
002394	联发股份	2025-04-25	报表披露	2024年年报归属净利润2.015亿元，同比增长34.94%，基本每股收益0.62元
002395	双象股份	2025-04-25	报表披露	2025年一季报归属净利润6808万元，同比增长264.64%，基本每股收益0.2539元
002399	海普瑞	2025-04-25	报表披露	2025年一季报归属净利润1.566亿元，同比增长1.00%，基本每股收益0.1067元
002414	高德红外	2025-04-25	报表披露	2024年年报归属净利润-4.472亿元，同比下降760.56%，基本每股收益-0.1047元
002418	康盛股份	2025-04-25	报表披露	2025年一季报归属净利润1254万元，同比增长434.10%，基本每股收益0.011元
002420	毅昌科技	2025-04-25	报表披露	2025年一季报归属净利润2189万元，同比下降59.42%，基本每股收益0.0535元
002429	兆驰股份	2025-04-25	报表披露	2025年一季报归属净利润3.346亿元，同比下降19.30%，基本每股收益0.0739元
002436	兴森科技	2025-04-25	报表披露	2024年年报归属净利润-1.983亿元，同比下降193.88%，基本每股收益-0.12元
002443	金洲管道	2025-04-25	报表披露	2024年年报归属净利润2.014亿元，同比下降29.03%，基本每股收益0.3894元
002448	中原内配	2025-04-25	报表披露	2025年一季报归属净利润1.11亿元，同比增长24.85%，基本每股收益0.19元
002456	欧菲光	2025-04-25	报表披露	2025年一季报归属净利润-5895万元，同比下降470.51%，基本每股收益-0.018元
002459	晶澳科技	2025-04-25	报表披露	2024年年报归属净利润-46.56亿元，同比下降166.14%，基本每股收益-1.42元
002461	珠江啤酒	2025-04-25	报表披露	2025年一季报归属净利润1.57亿元，同比增长29.83%，基本每股收益0.0709元
002463	沪电股份	2025-04-25	报表披露	2025年一季报归属净利润7.625亿元，同比增长48.11%，基本每股收益0.3969元
002468	申通快递	2025-04-25	报表披露	2025年一季报归属净利润2.36亿元，同比增长24.04%，基本每股收益0.16元
002472	双环传动	2025-04-25	报表披露	2024年年报归属净利润10.24亿元，同比增长25.42%，基本每股收益1.22元
002484	江海股份	2025-04-25	报表披露	2025年一季报归属净利润1.52亿元，同比增长11.04%，基本每股收益0.1801元
002493	荣盛石化	2025-04-25	报表披露	2024年年报归属净利润7.245亿元，同比下降37.44%，基本每股收益0.08元
002495	佳隆股份	2025-04-25	报表披露	2024年年报归属净利润2470万元，同比增长155.23%，基本每股收益0.0266元
002511	中顺洁柔	2025-04-25	报表披露	2024年年报归属净利润7718万元，同比下降76.80%，基本每股收益0.06元
002518	科士达	2025-04-25	报表披露	2024年年报归属净利润3.942亿元，同比下降53.38%，基本每股收益0.68元
002519	银河电子	2025-04-25	报表披露	2025年一季报归属净利润-1629万元，同比下降117.33%，基本每股收益-0.0145元
002520	日发精机	2025-04-25	报表披露	2024年年报归属净利润-6.753亿元，同比增长25.20%，基本每股收益-0.85元
002531	天顺风能	2025-04-25	报表披露	2025年一季报归属净利润3565万元，同比下降75.98%，基本每股收益0.0198元
002534	西子洁能	2025-04-25	报表披露	2025年一季报归属净利润5365万元，同比下降79.18%，基本每股收益0.07元
002544	普天科技	2025-04-25	报表披露	2025年一季报归属净利润-1640万元，同比下降201.78%，基本每股收益-0.0241元
002547	春兴精工	2025-04-25	报表披露	2024年年报归属净利润-1.99亿元，同比增长19.77%，基本每股收益-0.1764元
002549	凯美特气	2025-04-25	报表披露	2024年年报归属净利润-4857万元，同比下降89.63%，基本每股收益-0.0698元
002558	巨人网络	2025-04-25	报表披露	2024年年报归属净利润14.25亿元，同比增长31.15%，基本每股收益0.78元
002561	徐家汇	2025-04-25	报表披露	2025年一季报归属净利润652.3万元，同比下降40.53%，基本每股收益0.0157元
002569	*ST步森	2025-04-25	报表披露	2024年年报归属净利润-5140万元，同比增长23.29%，基本每股收益-0.38元
002590	万安科技	2025-04-25	报表披露	2025年一季报归属净利润3039万元，同比增长46.69%，基本每股收益0.06元
002605	姚记科技	2025-04-25	报表披露	2024年年报归属净利润5.39亿元，同比下降4.17%，基本每股收益1.315元
002606	大连电瓷	2025-04-25	报表披露	2025年一季报归属净利润2023万元，同比增长86.35%，基本每股收益0.05元
002625	光启技术	2025-04-25	报表披露	2024年年报归属净利润6.52亿元，同比增长11.77%，基本每股收益0.3元
002639	雪人股份	2025-04-25	报表披露	2024年年报归属净利润3599万元，同比增长314.50%，基本每股收益0.0466元
002643	万润股份	2025-04-25	报表披露	2025年一季报归属净利润7987万元，同比下降18.76%，基本每股收益0.09元
002645	华宏科技	2025-04-25	报表披露	2024年年报归属净利润-3.556亿元，同比下降123.89%，基本每股收益-0.62元
002648	卫星化学	2025-04-25	报表披露	2025年一季报归属净利润15.68亿元，同比增长53.38%，基本每股收益0.47元
002653	海思科	2025-04-25	报表披露	2025年一季报归属净利润4661万元，同比下降49.31%，基本每股收益0.04元
002654	万润科技	2025-04-25	报表披露	2025年一季报归属净利润-183.6万元，同比下降115.80%，基本每股收益-0.0022元
002655	共达电声	2025-04-25	报表披露	2025年一季报归属净利润2185万元，同比增长27.24%，基本每股收益0.0607元
002659	凯文教育	2025-04-25	报表披露	2025年一季报归属净利润46.84万元，同比增长113.24%，基本每股收益0.0008元
002670	国盛金控	2025-04-25	报表披露	2025年一季报归属净利润7039万元，同比增长205.96%，基本每股收益0.0364元
002676	顺威股份	2025-04-25	报表披露	2025年一季报归属净利润2316万元，同比增长38.12%，基本每股收益0.0322元
002682	龙洲股份	2025-04-25	报表披露	2024年年报归属净利润-3.485亿元，同比增长1.11%，基本每股收益-0.62元
002714	牧原股份	2025-04-25	报表披露	2025年一季报归属净利润44.91亿元，同比增长288.79%，基本每股收益0.83元
002715	登云股份	2025-04-25	报表披露	2025年一季报归属净利润30.78万元，同比下降93.66%，基本每股收益0.0022元
002718	友邦吊顶	2025-04-25	报表披露	2024年年报归属净利润-1.123亿元，同比下降276.23%，基本每股收益-0.86元
002725	跃岭股份	2025-04-25	报表披露	2024年年报归属净利润4719万元，同比增长192.52%，基本每股收益0.1844元
002737	葵花药业	2025-04-25	报表披露	2025年一季报归属净利润5711万元，同比下降77.62%，基本每股收益0.1元
002738	中矿资源	2025-04-25	报表披露	2025年一季报归属净利润1.348亿元，同比下降47.38%，基本每股收益0.1868元
002743	富煌钢构	2025-04-25	报表披露	2024年年报归属净利润5137万元，同比下降46.51%，基本每股收益0.12元
002745	木林森	2025-04-25	报表披露	2025年一季报归属净利润1.428亿元，同比下降21.30%，基本每股收益0.1元
002750	*ST龙津	2025-04-25	报表披露	2024年年报归属净利润-4144万元，同比增长41.58%，基本每股收益-0.1035元
002760	凤形股份	2025-04-25	报表披露	2025年一季报归属净利润304.7万元，同比增长2.38%，基本每股收益0.03元
002767	先锋电子	2025-04-25	报表披露	2024年年报归属净利润2647万元，同比增长247.40%，基本每股收益0.18元
002779	中坚科技	2025-04-25	报表披露	2024年年报归属净利润6467万元，同比增长34.47%，基本每股收益0.4899元
002783	凯龙股份	2025-04-25	报表披露	2024年年报归属净利润1.482亿元，同比下降15.51%，基本每股收益0.32元
002789	*ST建艺	2025-04-25	报表披露	2024年年报归属净利润-8.292亿元，同比下降47.23%，基本每股收益-5.19元
002790	瑞尔特	2025-04-25	报表披露	2025年一季报归属净利润2148万元，同比下降63.31%，基本每股收益0.0514元
002796	世嘉科技	2025-04-25	报表披露	2024年年报归属净利润9212万元，同比增长727.14%，基本每股收益0.37元
002799	环球印务	2025-04-25	报表披露	2025年一季报归属净利润-368.3万元，同比下降116.12%，基本每股收益-0.01元
002800	天顺股份	2025-04-25	报表披露	2025年一季报归属净利润193.5万元，同比下降49.48%，基本每股收益0.0127元
002822	ST中装	2025-04-25	报表披露	2024年年报归属净利润-17.87亿元，同比下降154.55%，基本每股收益-2.5元
002824	和胜股份	2025-04-25	报表披露	2024年年报归属净利润8047万元，同比下降43.25%，基本每股收益0.29元
002826	易明医药	2025-04-25	报表披露	2024年年报归属净利润4593万元，同比增长198.50%，基本每股收益0.25元
002840	华统股份	2025-04-25	报表披露	2024年年报归属净利润7304万元，同比增长112.08%，基本每股收益0.12元
002845	同兴达	2025-04-25	报表披露	2024年年报归属净利润3251万元，同比下降32.26%，基本每股收益0.1元
002848	*ST高斯	2025-04-25	报表披露	2024年年报归属净利润-1.309亿元，同比下降59.41%，基本每股收益-0.7831元
002861	瀛通通讯	2025-04-25	报表披露	2024年年报归属净利润1345万元，同比增长117.02%，基本每股收益0.08元
002864	盘龙药业	2025-04-25	报表披露	2024年年报归属净利润1.203亿元，同比增长8.91%，基本每股收益1.15元
002873	新天药业	2025-04-25	报表披露	2024年年报归属净利润5232万元，同比下降35.30%，基本每股收益0.2375元
002875	安奈儿	2025-04-25	报表披露	2024年年报归属净利润-1.147亿元，同比下降15.17%，基本每股收益-0.54元
002883	中设股份	2025-04-25	报表披露	2024年年报归属净利润1016万元，同比下降76.24%，基本每股收益0.07元
002886	沃特股份	2025-04-25	报表披露	2024年年报归属净利润3660万元，同比增长520.69%，基本每股收益0.14元
002888	惠威科技	2025-04-25	报表披露	2024年年报归属净利润989.4万元，同比增长279.68%，基本每股收益0.07元
002890	弘宇股份	2025-04-25	报表披露	2025年一季报归属净利润519.4万元，同比下降2.09%，基本每股收益0.0306元
002892	科力尔	2025-04-25	报表披露	2024年年报归属净利润6007万元，同比增长17.68%，基本每股收益0.0972元
002897	意华股份	2025-04-25	报表披露	2025年一季报归属净利润6462万元，同比下降25.44%，基本每股收益0.35元
002898	*ST赛隆	2025-04-25	报表披露	2024年年报归属净利润-3315万元，同比下降447.67%，基本每股收益-0.1883元
002900	哈三联	2025-04-25	报表披露	2025年一季报归属净利润-2885万元，同比下降253.52%，基本每股收益-0.09元
002907	华森制药	2025-04-25	报表披露	2024年年报归属净利润7673万元，同比增长134.66%，基本每股收益0.1837元
002910	庄园牧场	2025-04-25	报表披露	2025年一季报归属净利润-2595万元，同比增长41.85%，基本每股收益-0.13元
002913	奥士康	2025-04-25	报表披露	2025年一季报归属净利润1.123亿元，同比增长0.61%，基本每股收益0.35元
