
2025-06-05 09:50:03
涨停股统计信息：
建议仓位	涨停数(今/昨)	封板率(今/昨)	涨幅(今/昨)	跌停数(今/昨)
86	37/86	82.22%/62.77%	1.0%/2.5%	3/2

2025-06-05 09:50:03
强势板块信息：
板一/板数/高度	板二/板数/高度	板三/板数/高度	板四/板数/高度	板五/板数/高度
华为概念/7/5天3板	智能电网/6/2天2板	储能/6/3天3板	充电桩/5/2天2板	大数据/5/4天2板

2025-06-05 09:50:05
龙头股信息：
代码	名称	板块	高度	标签	警告
000695	滨海能源	滨海新区	13天8板	13天8板,滨海新区,太阳能 	 7/7/20250604
603518	锦泓集团	电商概念	 7天5板	7天5板,纺织服装,电商概念 	 6/8/20250604
002878	元隆雅图	快手概念	 5天3板	5天3板,快手概念,NFT概念	8/10/20250604
605099	共创草坪	体育产业	 4天4板	4天4板,体育产业,家用轻工 	 5/8/20250604
000889	中嘉博创	百度概念	 4天2板	4天2板,百度概念,通信服务 	7/11/20250604

2025-06-05 09:50:05
连板天梯信息：
昨板数	今板数	昨涨停数	连板成功	连板成功率
5	6	 2	 0	  0.0%
4	5	 1	 0	  0.0%
3	4	 7	 1	14.29%
2	3	20	 3	 15.0%
1	2	88	10	11.36%

2025-06-05 09:50:18
个股连板情况：
昨板数	今板数	成功	代码	名称	涨幅	标签	警告
5	6	   fail	002177	御银股份	 4.95%	6天5板,计算机设备,生物识别   	 3/6/20250604
5	6	   fail	603056	德邦股份	-9.66%	7天5板,物流行业,快递概念    	 2/6/20250604
4	5	   fail	002250	联化科技	 1.29%	6天4板,长江三角,农药兽药    	 3/6/20250604
3	4	   fail	603879	永悦科技	-8.88%	4天3板,低空经济,农业种植    	 5/9/20250604
3	4	   fail	603123	翠微股份	-1.71%	5天3板,央国企改革,新零售    	 4/7/20250604
3	4	   fail	002082	万邦德：	-1.72%	4天3板,化学制药,肝炎概念    	 5/9/20250604
3	4	   fail	002537	海联金汇	 0.24%	5天3板,NFT概念,数字货币   	 8/9/20250604
3	4	   fail	603017	中衡设计	-7.33%	4天3板,工程咨询服务,建筑节能  	 5/8/20250604
3	4	   fail	002104	恒宝股份	 4.90%	5天3板,数字货币,数字经济    	 5/9/20250604
3	4	success	605099	共创草坪	10.01%	4天4板,体育产业,家用轻工    	 5/8/20250604
2	3	   fail	605005	合兴股份	-7.57%	6天4板,新能源车,汽车零部件   	 4/8/20250604
2	3	   fail	002633	申科股份	-6.15%	4天2板,微盘股,通用设备     	8/10/20250604
2	3	   fail	002731	萃华珠宝	 7.46%	3天2板,小红书概念,锂电池    	 6/9/20250604
2	3	   fail	000566	海南海药	-4.92%	4天2板,化学制药,肝炎概念    	 5/8/20250604
2	3	   fail	603906	龙蟠科技	-4.52%	3天2板,固态电池,电池      	 6/8/20250604
2	3	   fail	300651	金陵体育	19.08%	3天3板,彩票概念,体育产业    	 1/3/20250604
2	3	   fail	003009	中天火箭	-0.65%	4天2板,太阳能,商业航天     	6/10/20250604
2	3	   fail	003010	若羽臣：	-1.43%	3天2板,婴童概念,社区团购    	 6/7/20250604
2	3	   fail	603697	有友食品	-3.52%	成渝特区人气龙头,成渝特区,食品饮料	 6/9/20250604
2	3	   fail	605006	山东玻纤	-1.49%	3天2板,央国企改革,玻璃玻纤   	6/10/20250604
2	3	   fail	603076	乐惠国际	-0.77%	8天5板,阿里概念,C2M概念   	 6/7/20250604
2	3	   fail	605599	菜百股份	-2.83%	6天3板,黄金概念,珠宝首饰    	 6/9/20250604
2	3	   fail	002900	哈三联：	-3.83%	4天2板,创新药,化学制药     	 6/8/20250604
2	3	   fail	000989	九芝堂：	-2.53%	3天2板,创新药,毛发医疗     	 6/9/20250604
2	3	   fail	600259	广晟有色	 5.92%	3天2板,小金属,稀土永磁     	 6/8/20250604
2	3	   fail	600468	百利电气	-5.66%	14天7板,可控核聚变,超导概念  	 6/6/20250604
2	3	   fail	002345	潮宏基：	-0.99%	3天2板,培育钻石,珠宝首饰    	 5/5/20250604
2	3	success	603093	南华期货	 9.97%	3天3板,多元金融,参股期货    	 5/9/20250604
2	3	success	603226	菲林格尔	 9.96%	4天3板,装修建材         	6/10/20250604
2	3	success	002951	金时科技	10.00%	3天3板,储能,超级电容      	5/10/20250604

2025-06-05 09:50:22
昨日涨停成交量分析：
代码	名称	涨幅	昨套牢	昨获利	今套牢	今获利	今正常	今总量	标签
002633	申科股份	-6.41%	12%	-10%	235	-49	 -88	 970	-3.0	T2	4天2板,微盘股,通用设备      	1+9      	11/64%/3.9%

2025-06-05 09:51:59
热榜个股信息4(热榜350内+涨停+支撑线<20%)：
代码	名称	涨幅	支撑线	压力线	热榜	热榜1日变动	热榜3日变动	热榜5日变动	九转	涨停	标签	股本	涨停历史
002015	协鑫能科	 7.73%	18	  3%	 61	 99	 -78	 394	 6.0	T1	高压快充人气龙头,虚拟电厂,高压快充  	7/63       	  1/0%/-1.9%
001338	永顺泰：	 4.82%	18	 10%	  5	  6	1656	1021	 3.0	T1	昨日首板,央国企改革,啤酒概念     	6/26       	 1/100%/0.3%
600110	诺德股份	 4.74%	10	  5%	 21	  1	2555	 982	 9.0	T1	昨日首板,智能电网,特斯拉       	2/41       	  4/75%/4.0%
300682	朗新集团	  4.1%	19	 -2%	109	600	-339	1418	 1.0	T1	边缘计算人气龙头,智能电网,充电桩   	31/87      	 1/100%/1.4%
002055	得润电子	 3.71%	19	  6%	 16	 10	  59	 645	 1.0	T2	昨日首板,高压快充,消费电子      	2+32       	 9/33%/-1.7%
603023	威帝股份	  3.7%	16	 10%	 54	 -7	   7	1345	 1.0	T1	昨日首板,微盘股,汽车零部件      	0+9        	 12/58%/1.5%
600250	南京商旅	 3.64%	12	  1%	219	 41	1901	1808	 1.0	T1	旅游概念人气龙头,旅游概念,长江三角  	0+0        	  6/67%/0.7%
603042	华脉科技	 3.05%	15	  8%	 19	 11	 987	 765	 9.0	T1	昨日首板,数据中心,边缘计算      	1+18       	 11/36%/0.3%
002526	山东矿机	 3.01%	11	  1%	165	-18	1678	 773	 1.0	T1	月度涨幅领先,网络游戏,机器人概念   	1+64       	10/100%/7.9%
000555	神州信息	 2.63%	15	  2%	185	 66	-153	 564	 5.0	T1	边缘计算,财税数字化          	131-59/9+63	 11/55%/0.1%
002290	禾盛新材	 2.38%	14	 10%	 96	 -4	 778	1054	 9.0	T1	昨日首板,DeepSeek概念,人工智能	61-28/0+33 	 11/82%/3.6%
601700	风范股份	  2.1%	12	  8%	 57	 16	3133	1584	 1.0	T1	昨日首板,智能电网,电网设备      	1/28       	 1/100%/0.4%
002365	永安药业	 1.84%	 6	-20%	131	 -3	 -53	 -57	 1.0	T1	氢能源人气龙头,一带一路,氢能源    	0+0        	 13/62%/2.6%
603956	威派格：	 1.32%	19	  0%	194	-53	  46	1187	-3.0	T1	智谱AI,ChatGPT概念      	50-26/5+19 	 13/54%/2.2%
603099	长白山：	 1.32%	15	 10%	 67	-29	1664	 463	 1.0	T1	昨日首板,冰雪经济,旅游酒店      	12+24      	 6/50%/-0.7%
002418	康盛股份	 1.31%	16	  5%	 15	  6	  51	 613	 9.0	T2	昨日首板,储能,算力概念        	0+32       	 14/57%/2.1%
002431	棕榈股份	  1.0%	15	 -4%	208	-11	-142	 -23	 1.0	T1	虚拟现实人气龙头,体育产业,数据中心  	0/30       	 10/50%/1.0%
003009	中天火箭	 0.81%	18	 -4%	190	 -8	-106	1902	 1.0	T2	4天2板,商业航天,太阳能       	12/20      	  2/50%/3.0%
603711	香飘飘：	  0.8%	16	  7%	 37	 -1	2615	 104	 7.0	T1	昨日首板,食品饮料           	0/14       	  5/80%/3.4%
002448	中原内配	 0.57%	11	  0%	182	-10	  -5	 628	 9.0	T1	华为概念,机器人概念          	0+43       	  5/60%/1.3%
603305	旭升集团	 0.07%	11	  6%	 65	  0	1567	1016	 1.0	T1	昨日首板,人形机器人,特斯拉      	6/47       	  8/88%/3.3%
605009	豪悦护理	-0.43%	18	 10%	 80	 -9	2037	 670	 8.0	T1	昨日首板,宠物经济,美容护理      	8+19       	 2/50%/-1.4%
002173	创新医疗	-0.52%	14	 -4%	221	-21	-160	 254	-5.0	T1	DeepSeek概念,人工智能     	3+27       	 9/44%/-0.5%
603169	兰石重装	-0.59%	11	 -6%	226	 15	 -77	 -33	-3.0	T1	储能,新能源              	6+33       	  6/67%/1.3%
002829	星网宇达	-0.65%	17	 -2%	210	-22	 186	 265	-5.0	T2	百度概念,传感器            	2+25       	 7/43%/-0.3%
600830	香溢融通	-0.71%	15	  3%	258	-31	3345	2243	-1.0	T1	多元金融估值龙头,多元金融,化债(AMC	2+28       	  5/80%/0.1%
002741	光华科技	-0.85%	10	  6%	 38	 -7	1568	 174	-1.0	T1	昨日首板,PCB,5G概念       	74-28/3+43 	 10/70%/4.5%
002866	传艺科技	-0.85%	13	  6%	 26	  3	 494	 765	-1.0	T1	昨日首板,消费电子,储能        	34-7/2+25  	  9/56%/0.6%
603863	松炀资源	-1.04%	11	  4%	 90	  0	2098	1113	-1.0	T1	昨日首板,粤港自贸,造纸印刷      	0+0        	  6/83%/3.3%
002229	鸿博股份	-1.14%	 7	-13%	117	  3	 -52	 -51	-5.0	T1	造纸印刷,参股银行           	2+63       	 17/59%/2.9%
002952	亚世光电	-1.22%	15	  3%	 68	  8	1376	 469	-1.0	T1	昨日首板,医疗器械概念,电子后视镜   	0/10       	 7/29%/-1.9%
600676	交运股份	-1.41%	15	-10%	214	-50	-124	1466	-2.0	T2	冷链物流,汽车拆解           	3/24       	  9/89%/4.5%
002286	保龄宝：	-1.69%	14	 -3%	211	  7	  95	 -37	-1.0	T1	代糖概念,食品饮料           	0+0        	 9/56%/-0.2%
002785	万里石：	 -1.8%	12	  0%	 99	 -6	2174	 436	-1.0	T1	昨日首板,装修建材           	1+49       	 2/100%/2.5%
002956	西麦食品	-1.89%	13	  4%	 94	-10	1921	 591	-1.0	T1	昨日首板,西部大开发,食品饮料     	4+22       	  1/0%/-3.4%
002682	龙洲股份	-1.91%	17	 -4%	196	-17	 242	  52	-3.0	T1	冷链物流,物流行业           	2+19       	 8/38%/-2.1%
603208	江山欧派	-1.98%	14	  8%	 81	 -2	2662	1212	 9.0	T1	昨日首板,装修建材           	2/9        	         nan
000546	金圆股份	-2.24%	13	  6%	 46	-12	1236	 268	 9.0	T1	昨日首板,医废处理,动力电池回收    	0+23       	 4/25%/-1.5%
002615	哈尔斯：	-2.25%	11	  8%	 45	-10	2217	1336	 5.0	T1	昨日首板,婴童概念,新零售       	1+-1       	 2/50%/-0.8%
600794	保税科技	-2.38%	14	 -5%	167	-41	  20	 242	-1.0	T1	统一大市场,物流行业          	1+39       	  8/62%/3.5%
000888	峨眉山A	-2.44%	15	 10%	 40	 -8	2293	1288	-1.0	T1	昨日首板,西部大开发,成渝特区     	5+42       	 1/100%/4.3%
002467	二六三：	 -2.8%	15	  3%	138	-29	1512	 603	-1.0	T1	网红经济,一带一路           	1+65       	 10/70%/4.2%
002612	朗姿股份	-2.83%	18	  6%	142	-27	1760	 562	-1.0	T1	毛发医疗人气龙头,医疗美容,毛发医疗  	5/28       	  4/75%/2.3%
603686	福龙马：	-2.83%	17	-11%	103	-16	 -74	  -4	-3.0	T2	环保行业,中俄贸易概念         	51-9/7+35  	  9/44%/2.4%
002735	王子新材	-2.88%	-1	-22%	 82	-28	 -20	 -36	-3.0	T1	无线充电人气龙头,低空经济,可控核聚变 	1+24       	 12/42%/0.9%
002275	桂林三金	-2.91%	14	 10%	 76	 -9	1013	2104	-1.0	T1	昨日首板,中药,流感          	1/26       	         nan
000838	财信发展	-3.23%	19	  7%	102	 -2	 897	 131	-1.0	T1	昨日首板,节能环保,西部大开发     	0/19       	 5/20%/-0.9%
002191	劲嘉股份	 -3.8%	14	 10%	 51	 -5	1923	1059	 9.0	T1	昨日首板,食品安全,免疫治疗      	3/36       	 1/100%/7.7%
000565	渝三峡A	-3.97%	10	-10%	 50	-27	  29	 -45	-1.0	T1	昨日首板,化学制品,石墨烯       	0/28       	 11/64%/4.7%
002644	佛慈制药	-4.37%	19	  1%	257	-35	1171	 803	-2.0	T1	中药,肝炎概念             	1/18       	  2/50%/0.4%
603221	爱丽家居	-5.72%	15	 10%	 86	 -4	2410	1532	-1.0	T1	昨日首板,长江三角,电商概念      	1/9        	  5/60%/3.9%
002633	申科股份	-6.41%	12	-10%	235	-49	 -88	 970	-3.0	T2	4天2板,微盘股,通用设备       	1+9        	 11/64%/3.9%
600006	东风股份	-6.56%	 3	-11%	200	224	-174	 -62	-7.0	T1	湖北自贸,汽车整车           	3+57       	 6/33%/-0.6%

2025-06-05 09:52:02
上证神奇九转指数情况：
代码	名称	涨幅(周)	九转(周)	涨幅(日)	九转(日)	涨幅(30分)	九转(30分)	涨幅(15分)	九转(15分)
000001	上证指数	  1.92%	1.0	  0.70%	1.0	 -0.08%	 5.0	  0.03%	 1.0
000001	上证指数	  0.76%	2.0	 -0.47%	2.0	  0.05%	 6.0	 -0.05%	-1.0
000001	上证指数	 -0.57%	3.0	  0.43%	3.0	  0.00%	 7.0	  0.07%	 1.0
000001	上证指数	 -0.03%	4.0	  0.42%	4.0	  0.02%	-1.0	 -0.03%	 2.0
000001	上证指数	  0.81%	5.0	 -0.05%	5.0	 -0.05%	 1.0	 -0.01%	-1.0

2025-06-05 09:52:02
深证神奇九转指数情况：
代码	名称	涨幅(周)	九转(周)	涨幅(日)	九转(日)	涨幅(30分)	九转(30分)	涨幅(15分)	九转(15分)
399001	深证综指	  2.29%	1.0	  1.24%	-5.0	 -0.07%	 5.0	  0.00%	 1.0
399001	深证综指	  0.52%	2.0	 -0.85%	-6.0	  0.07%	 6.0	 -0.10%	-1.0
399001	深证综指	 -0.46%	3.0	  0.16%	 1.0	 -0.03%	 7.0	  0.09%	-2.0
399001	深证综指	 -0.91%	4.0	  0.87%	 2.0	 -0.02%	-1.0	 -0.07%	-3.0
399001	深证综指	  1.07%	5.0	  0.03%	 3.0	  0.03%	 1.0	  0.10%	 1.0

2025-06-05 09:52:11
热榜100短期神奇指数低点：
代码	名称	收盘	涨幅	成交量	成交额	九转	热榜	热榜较昨日变动	标签	股本	涨停历史
300882	万胜智能	15.75	7.58%	56201	0.877	1.0	 873	3481	虚拟电厂,智能电网           	1/14 	       nan
301233	盛帮股份	50.02	0.52%	 2839	0.141	1.0	1913	1352	PEEK材料概念估值龙头,PEEK材料概	0/10 	       nan
600995	南网储能	10.02	1.11%	30925	 0.31	1.0	1041	1215	充电桩,抽水蓄能            	61/50	       nan
603507	振江股份	25.96	 3.3%	44833	1.147	1.0	1174	1141	新能源,机器人概念           	10+29	5/80%/1.0%
