
2025-06-06 09:50:03
涨停股统计信息：
建议仓位	涨停数(今/昨)	封板率(今/昨)	涨幅(今/昨)	跌停数(今/昨)
84	35/76	71.43%/68.47%	1.28%/0.25%	1/12

2025-06-06 09:50:03
强势板块信息：
板一/板数/高度	板二/板数/高度	板三/板数/高度	板四/板数/高度	板五/板数/高度
锂电池/6/3天3板	西部大开发/6/3天3板	央国企改革/6/2天2板	小金属概念/4/2天2板	智能电网/4/3天3板

2025-06-06 09:50:04
龙头股信息：
代码	名称	板块	高度	标签	警告
000889	中嘉博创	 雄安新区	8天4板	8天4板,通信服务,雄安新区	6/10/20250605
002951	金时科技	 超级电容	4天4板	4天4板,超级电容,包装材料	 4/9/20250605
002826	易明医药	西部大开发	3天3板	3天3板,西部大开发,中药 	 9/9/20250605
002298	中电鑫龙	时空大数据	3天3板	3天3板,时空大数据,锂电池	6/10/20250605
603679	华体科技	  锂电池	2天2板	2天2板,锂电池,卫星互联网	7/11/20250605

2025-06-06 09:50:04
连板天梯信息：
昨板数	今板数	昨涨停数	连板成功	连板成功率
4	5	 1	0	  0.0%
3	4	 4	2	 50.0%
2	3	 7	3	42.86%
1	2	53	4	 7.55%

2025-06-06 09:50:19
个股连板情况：
昨板数	今板数	成功	代码	名称	涨幅	标签	警告
5	6	   fail	002177	 御银股份	 4.19%	7天5板,互联金融,计算机设备 	 2/6/20250605
4	5	   fail	605099	XD共创草	 1.36%	5天4板,贬值受益,体育产业  	 4/7/20250605
3	4	   fail	603093	 南华期货	 1.62%	4天3板,多元金融,参股期货  	 4/8/20250605
3	4	   fail	603017	 中衡设计	 9.04%	5天3板,工程咨询服务,装配建筑	 5/9/20250605
3	4	   fail	002082	 万邦德：	 2.93%	5天3板,一带一路,长江三角  	 4/9/20250605
3	4	   fail	603879	 永悦科技	 5.78%	5天3板,农业种植,无人机   	8/10/20250605
3	4	   fail	300651	 金陵体育	-5.96%	4天3板,体育产业,家用轻工  	 1/2/20250605
3	4	success	002951	 金时科技	 9.98%	4天4板,超级电容,包装材料  	 4/9/20250605
3	4	success	603226	 菲林格尔	 9.96%	5天4板,装修建材       	 5/9/20250605
2	3	   fail	605005	 合兴股份	-5.88%	7天4板,新能源车,汽车零部件 	 6/8/20250605
2	3	   fail	000533	 顺钠股份	 0.64%	3天2板,水利建设,数据中心  	 6/9/20250605
2	3	   fail	603076	 乐惠国际	 2.98%	9天5板,啤酒概念,C2M概念 	 5/7/20250605
2	3	   fail	603042	 华脉科技	 3.54%	3天2板,通信设备,数据中心  	6/10/20250605
2	3	   fail	605006	 山东玻纤	 4.99%	4天2板,玻璃玻纤,央国企改革 	6/11/20250605
2	3	   fail	000989	 九芝堂：	-2.35%	4天2板,免疫治疗,创新药   	6/10/20250605
2	3	   fail	300368	 汇金股份	 9.46%	6天3板,互联金融,雄安新区  	 2/3/20250605
2	3	   fail	002731	 萃华珠宝	-4.91%	4天2板,小红书概念,珠宝首饰 	 5/8/20250605
2	3	   fail	600259	 广晟有色	-3.07%	4天2板,央国企改革,稀土永磁 	 5/8/20250605
2	3	   fail	002969	 嘉美包装	-4.42%	3天2板,娃哈哈概念,电商概念 	6/10/20250605
2	3	   fail	002345	 潮宏基：	-6.16%	4天2板,盲盒经济,珠宝首饰  	 8/7/20250605
2	3	   fail	003010	 若羽臣：	-1.20%	4天2板,抖音小店,婴童概念  	 8/7/20250605
2	3	   fail	605599	 菜百股份	-5.23%	电商概念,珠宝首饰       	 6/9/20250605
2	3	   fail	603697	 有友食品	-2.68%	成渝特区,食品饮料       	 7/9/20250605
2	3	   fail	603906	 龙蟠科技	 1.74%	4天2板,锂电池,电池     	 6/9/20250605
2	3	success	000889	 中嘉博创	10.09%	8天4板,通信服务,雄安新区  	6/10/20250605
2	3	success	002826	 易明医药	 9.97%	3天3板,西部大开发,中药   	 9/9/20250605
2	3	success	002298	 中电鑫龙	 9.96%	3天3板,时空大数据,锂电池  	6/10/20250605

2025-06-06 09:50:22
昨日涨停成交量分析：
代码	名称	涨幅	昨套牢	昨获利	今套牢	今获利	今正常	今总量	标签
002335	科华数据	 3.18%	12	  7%	 28	 -1	 759	 349	 9.0	T1	昨日首板,腾讯云,量子科技       	204-57/7+140	10/60%/2.7%
605298	必得科技	 3.04%	11	  7%	 74	  3	3044	1400	 1.0	T1	昨日首板,铁路基建,交运设备      	0+0         	 4/75%/4.6%
002491	通鼎互联	 2.64%	14	 10%	 27	  2	1670	 767	 1.0	T1	昨日首板,通信设备,北交所概念     	1+34        	 4/50%/0.5%
002184	海得控制	 2.38%	11	  7%	 17	  3	1732	 778	 9.0	T1	昨日首板,风能,储能          	0+31        	12/75%/4.4%
603083	剑桥科技	  2.2%	18	 10%	 38	-14	1379	 331	 6.0	T1	昨日首板,F5G概念,通信设备     	7+84        	 8/88%/3.0%
002339	积成电子	 1.94%	11	  8%	 26	  6	2358	 910	 9.0	T1	昨日首板,地下管网,北交所概念     	0+32        	 3/67%/3.0%
001389	广合科技	 1.91%	13	  8%	 67	  3	3077	1566	 9.0	T1	昨日首板,云计算,5G概念       	4/14        	 7/57%/1.2%
603686	福龙马：	 1.88%	13	-13%	182	-25	-113	 -70	 1.0	T2	PPP模式,节能环保          	51-9/7+35   	 9/44%/2.4%
600178	东安动力	 1.69%	11	  7%	 14	  3	 608	  92	 9.0	T1	昨日首板,央国企改革,东北振兴     	0+30        	 9/78%/3.0%
000565	渝三峡A	 1.52%	 3	-16%	189	-25	  84	 -50	 1.0	T1	化学制品,西部大开发          	0/28        	12/58%/3.7%
605018	长华集团	 1.17%	15	  7%	 50	 -1	1148	  60	 7.0	T1	昨日首板,储能,低空经济        	3+12        	 8/50%/1.0%
603906	龙蟠科技	 1.13%	15	 -5%	151	  1	 139	 527	 1.0	T2	4天2板,电池,锂电池         	70-26/4+40  	12/67%/3.5%
603106	恒银科技	 0.82%	19	 10%	 24	  7	 644	 305	 3.0	T1	昨日首板,雄安新区,一带一路      	0/22        	17/71%/5.3%
002418	康盛股份	  0.0%	16	  0%	186	-15	 256	 289	-4.0	T2	超级电容,锂电池            	0+32        	15/53%/1.9%
605066	天正电气	-0.13%	11	  8%	 37	  0	1792	 786	-1.0	T1	昨日首板,数据中心,电网设备      	0+25        	 7/86%/6.8%
603392	万泰生物	-0.32%	15	 10%	 60	 -1	1581	 900	-1.0	T1	昨日首板,幽门螺杆菌概念,生物疫苗   	27+190      	        nan
002094	青岛金王	-0.63%	17	 -4%	120	 -4	 -68	 -53	 3.0	T1	跨境支付人气龙头,一带一路,参股银行  	41-9/5+27   	28/64%/4.3%
002856	美芝股份	-0.67%	14	 -1%	 90	 11	 940	1259	 9.0	T1	昨日首板,央国企改革,装修装饰     	0+8         	4/25%/-1.2%
001258	立新能源	-0.92%	12	  8%	 42	  2	1946	 471	-1.0	T1	昨日首板,西部大开发,央国企改革    	1+17        	 6/33%/1.2%
002115	三维通信	-1.05%	16	  8%	  8	  1	 388	 211	 3.0	T1	昨日首板,抖音概念(字节概念),小红书概	1+56        	13/69%/3.6%
002735	王子新材	-1.15%	-3	-24%	116	-17	 -62	 -54	-2.0	T1	降解塑料人气龙头,降解塑料,军工    	1+24        	12/42%/0.9%
002265	建设工业	-1.33%	10	  2%	 29	 -3	 734	 338	-1.0	T1	昨日首板,新型工业化,汽车零部件    	18+39       	18/72%/3.7%
600110	诺德股份	-1.34%	14	  4%	243	 -5	2953	1776	-5.0	T1	核能核电,特斯拉            	2/41        	 5/80%/3.9%
603390	通达电气	-1.35%	18	-22%	205	-20	-113	-100	-2.0	T1	电子后视镜人气龙头,汽车热管理,汽车零部	0+15        	14/64%/3.0%
600561	江西长运	-1.54%	17	 -1%	232	 37	 591	1702	-1.0	T1	微盘股,铁路公路            	0/12        	2/50%/-2.6%
003010	若羽臣：	-1.56%	17	 -8%	197	  6	 248	 413	-9.0	T2	4天2板,抖音小店,婴童概念      	43-14/1+28  	 9/89%/2.0%
600006	东风股份	-1.62%	-4	-17%	157	-49	 -11	-123	-1.0	T1	汽车芯片,首发经济           	3+57        	6/33%/-0.6%
600601	方正科技	-1.69%	13	 10%	 20	 -4	1074	 378	-1.0	T1	昨日首板,华为概念,PCB       	19+127      	11/55%/0.4%
603305	旭升集团	-1.98%	16	  5%	173	 -5	2689	1514	-2.0	T1	人形机器人,汽车零部件         	6/47        	 9/89%/3.5%
000555	神州信息	-2.03%	17	  2%	135	 90	 -94	 221	-1.0	T1	DeepSeek概念,虚拟数字人    	131-59/9+63 	11/55%/0.1%
000989	九芝堂：	-2.14%	16	 -5%	159	 -6	 536	 833	-9.0	T2	4天2板,免疫治疗,创新药       	4+38        	 6/67%/1.9%
002229	鸿博股份	-2.15%	10	-10%	 79	-18	 -19	 -46	-1.0	T1	AIGC概念,ChatGPT概念    	2+63        	17/59%/2.9%
002609	捷顺科技	-2.24%	14	  3%	230	 48	  48	 468	-1.0	T1	数字哨兵业绩龙头,DeepSeek概念,	3+27        	 3/33%/0.5%
002090	金智科技	-2.27%	12	  9%	 16	  6	1648	 921	-1.0	T1	昨日首板,人工智能,机器人概念     	0/34        	 2/50%/3.5%
600446	金证股份	-2.29%	16	  4%	143	 24	 -96	 422	 4.0	T1	虚拟机器人,ChatGPT概念     	7/105       	 7/71%/3.9%
603991	至正股份	-2.51%	12	 -2%	 89	  5	 299	 203	-1.0	T1	昨日首板,核能核电,塑料制品      	53-14/2+37  	13/77%/5.0%
000530	冰山冷热	-2.65%	13	  8%	 31	  5	1703	 698	-1.0	T1	昨日首板,冰雪经济,体育产业      	51-15/0+36  	 7/57%/2.8%
300003	乐普医疗	 -2.8%	19	 -6%	171	-11	 531	1188	-7.0	T1	人脑工程业绩龙头,体外诊断,人脑工程  	30+123      	 1/0%/-6.3%
001379	腾达科技	-3.05%	13	 10%	 61	  8	2158	1976	-1.0	T1	昨日首板,贬值受益,新型工业化     	1+11        	 3/33%/2.3%
002981	朝阳科技	-3.33%	15	  7%	 72	 -4	 888	 276	-1.0	T1	昨日首板,无线耳机,消费电子      	2+7         	10/50%/0.9%
001309	德明利：	-3.48%	16	 10%	 78	 -6	2612	1184	-1.0	T1	昨日首板,AIPC,半导体       	120-23/13+84	 5/80%/3.0%
002932	明德生物	-3.77%	15	  9%	 66	  7	 863	1244	-1.0	T1	昨日首板,痘病毒防治,体外诊断     	3/24        	        nan
603176	汇通集团	-3.85%	14	  9%	 53	  1	1090	 -76	-1.0	T1	昨日首板,雄安新区,工程建设      	2/8         	 2/0%/-2.3%
600698	湖南天雁	-4.26%	11	  4%	 40	 -7	 567	  91	-1.0	T1	昨日首板,新能源车,汽车零部件     	63-24/0+39  	13/54%/1.1%
603901	永创智能	-4.28%	11	  3%	 69	  7	1064	 224	-1.0	T1	昨日首板,专用设备,机器人概念     	4+22        	 7/71%/2.5%
603900	莱绅通灵	-4.34%	 4	-15%	130	 -8	  52	  39	-9.0	T1	珠宝首饰人气龙头,新零售,珠宝首饰   	1+9         	16/56%/2.6%
600551	时代出版	-4.67%	16	 -6%	 57	  3	-154	 482	 4.0	T3	6天3板,文化传媒,婴童概念      	4/14        	 2/50%/1.0%
605299	舒华体育	-5.25%	16	 10%	 59	  4	2236	2776	-1.0	T1	昨日首板,体育产业,家用轻工      	2/12        	4/25%/-2.0%
603109	神驰机电	-5.43%	10	 -1%	 92	  1	 790	 135	-1.0	T1	昨日首板,通用设备,发电机概念     	0+21        	9/33%/-1.0%
601007	金陵饭店	-6.44%	18	 10%	 54	  3	 947	1771	-1.0	T1	昨日首板,养老概念,旅游酒店      	3+14        	 2/50%/3.0%
002431	棕榈股份	-6.58%	16	 -3%	169	 -3	-129	 -59	-4.0	T1	土地流转人气龙头,元宇宙概念,体育产业 	0/30        	10/50%/1.0%

2025-06-06 09:51:52
上证神奇九转指数情况：
代码	名称	涨幅(周)	九转(周)	涨幅(日)	九转(日)	涨幅(30分)	九转(30分)	涨幅(15分)	九转(15分)
000001	上证指数	  1.92%	1.0	 -0.47%	2.0	 -0.02%	3.0	  0.03%	2.0
000001	上证指数	  0.76%	2.0	  0.43%	3.0	 -0.01%	4.0	  0.11%	3.0
000001	上证指数	 -0.57%	3.0	  0.42%	4.0	  0.13%	5.0	 -0.05%	4.0
000001	上证指数	 -0.03%	4.0	  0.23%	5.0	  0.06%	6.0	  0.09%	5.0
000001	上证指数	  1.20%	5.0	  0.10%	6.0	  0.10%	7.0	  0.01%	6.0

2025-06-06 09:51:52
深证神奇九转指数情况：
代码	名称	涨幅(周)	九转(周)	涨幅(日)	九转(日)	涨幅(30分)	九转(30分)	涨幅(15分)	九转(15分)
399001	深证综指	  2.29%	1.0	 -0.85%	-6.0	  0.17%	2.0	  0.07%	7.0
399001	深证综指	  0.52%	2.0	  0.16%	 1.0	  0.02%	3.0	  0.13%	8.0
399001	深证综指	 -0.46%	3.0	  0.87%	 2.0	  0.17%	4.0	 -0.07%	9.0
399001	深证综指	 -0.91%	4.0	  0.58%	 3.0	  0.06%	5.0	  0.08%	1.0
399001	深证综指	  1.63%	5.0	  0.00%	 4.0	  0.00%	6.0	 -0.07%	2.0

2025-06-06 09:52:02
热榜100短期神奇指数低点：
代码	名称	收盘	涨幅	成交量	成交额	九转	热榜	热榜较昨日变动	标签	股本	涨停历史
002596	海南瑞泽	 3.64	 4.9%	546776	 2.06	 1.0	 788	1968	赛马概念,水泥建材           	38-5/2+31 	14/71%/1.5%
003022	联泓新科	15.42	0.98%	 15750	0.243	 1.0	1184	1968	化学制品,锂电池            	13/41     	 2/50%/3.2%
301026	浩通科技	24.68	8.34%	111072	2.802	 1.0	 914	1628	小金属概念,汽车拆解          	1/16      	        nan
600278	东方创业	 7.23	0.84%	 23925	0.173	 1.0	1924	1193	进口博览成长龙头,一带一路,央国企改革 	0+0       	5/60%/-0.3%
002287	奇正藏药	24.67	0.08%	  2551	0.063	 1.0	2895	1089	西藏板块业绩龙头,西部大开发,中药   	0+0       	3/33%/-1.0%
600339	中油工程	 3.16	1.28%	150522	0.474	 1.0	1808	1051	采掘行业,油气设服           	13/37     	        nan
600208	衢州发展	 2.65	1.53%	254960	0.675	 1.0	 353	 978	第四代半导体业绩龙头,黄金概念,第四代半	24+107    	 8/50%/2.9%
002163	海南发展	 8.67	1.64%	 92296	0.805	 1.0	1736	 886	玻璃玻纤,新材料            	78-21/6+51	10/60%/1.4%
600615	丰华股份	11.13	0.09%	 15409	0.172	-4.0	2961	 796	小金属,农业种植            	2+15      	 8/62%/2.7%
603379	三美股份	48.95	2.77%	 22937	1.114	 1.0	2894	 785	PVDF概念业绩龙头,氟化工,PVDF概	21+69     	1/100%/6.0%
001227	兰州银行	 2.47	0.41%	203683	0.503	 1.0	1260	 763	大股东增持,银行,西部大开发      	29/68     	1/100%/4.2%
605566	福莱蒽特	20.08	0.55%	  3033	0.061	 1.0	4237	 758	化学制品,太阳能            	0/12      	1/100%/6.0%
