
2025-04-22 09:47:18
涨停股统计信息：
建议仓位	涨停数(今/昨)	封板率(今/昨)	涨幅(今/昨)	跌停数(今/昨)
87	38/114	69.09%/78.62%	2.1%/2.41%	18/23

2025-04-22 09:47:19
强势板块信息：
板一/天/板数	板二/天/板数	板三/天/板数	板四/天/板数	板五/天/板数
央国企改革/10/9天5板	新零售/6/6天3板	电商概念/6/9天5板	一带一路/6/2天2板	长江三角/6/9天5板

2025-04-22 09:47:21
龙头股信息：
代码	名称	板块	板数	标签	警告
001212	中旗新材	 粤港自贸	15天9板	15天9板,粤港自贸,装修装饰	8/5/20250418
600644	乐山电力	 绿色电力	11天7板	11天7板,电力行业,绿色电力	3/7/20250418
600794	保税科技	统一大市场	 9天5板	9天5板,统一大市场,物流行业	5/8/20250418
002640	跨境通：	 进口博览	 9天5板	9天5板,进口博览,贸易行业 	8/9/20250418
603128	华贸物流	 上海自贸	 6天4板	6天4板,物流行业,快递概念 	8/9/20250418

2025-04-22 09:47:21
连板天梯信息：
昨板数	今板数	涨停数	连板成功	连板成功率
6	->7	 1	0	  0.0%
5	->6	 2	0	  0.0%
4	->5	 2	0	  0.0%
3	->4	 3	1	33.33%
2	->3	10	4	 40.0%
1	->2	82	9	10.98%

2025-04-22 09:47:40
热门板块信息(人气350、飙升100、大涨超9%)：
类型	涨幅/股票数	板块(股票数)
人气	0.41%/335	跨境支付(26),数字货币(19),黄金(18),机器人(17),央国企改革(13)
飙升	 2.47%/84	 一带一路(8),上海自贸(6),央国企改革(5),进口博览(4),大股东增持(4)
大涨	 11.1%/48	  物流行业(8),数字货币(7),跨境支付(6),统一大市场(6),商业百货(4)

(今日与昨日量比)上证：18% 深证：29% 创业板：33% 沪深300：17% 中证1000：37% 银行板块：-4%：

2025-04-22 09:48:05
涨幅后出货少：
代码	名称	涨停时间	涨停次数	涨<1量	涨>3量	涨>2量	涨>1量	成交额	九转	标签
002279	久其软件	20250415	2	69.0	26.0	 2.0	 3.0	3.865	 9.0	昨日首板,化债(AMC)概念,财税数字化
600505	西昌电力	20250415	2	68.0	21.0	 1.0	10.0	4.994	 9.0	昨日首板,电力行业,绿色电力      
000639	西王食品	20250415	2	66.0	16.0	11.0	 7.0	3.985	 9.0	昨日首板,长寿药,新零售        
301558	三态股份	20250415	1	65.0	25.0	 4.0	 6.0	 3.53	 1.0	贸易行业,跨境电商           
600735	新华锦：	20250415	1	63.0	27.0	 3.0	 7.0	0.628	 2.0	一带一路,贬值受益           
301232	飞沃科技	20250416	1	70.0	12.0	 9.0	 9.0	0.359	-1.0	新型工业化,商业航天          
002820	桂发祥：	20250416	2	63.0	15.0	 1.0	20.0	1.431	 1.0	新零售,预制菜概念           
300605	恒锋信息	20250416	2	63.0	24.0	 3.0	10.0	1.586	-1.0	昨日首板,远程办公,东数西算      
603123	翠微股份	20250416	2	62.0	29.0	 5.0	 3.0	 3.27	 1.0	今日首板,数字货币,多元金融      
002153	石基信息	20250417	2	64.0	 4.0	13.0	18.0	0.138	 0.0	4天2板,云计算,远程办公       
002629	仁智股份	20250418	2	64.0	17.0	 0.0	19.0	0.723	-1.0	3天2板,油气设服,采掘行业      
603042	华脉科技	20250418	2	54.0	38.0	 1.0	 7.0	2.129	-1.0	3天2板,边缘计算,5G概念      
000620	新华联：	20250418	2	51.0	16.0	 0.0	33.0	 2.74	 2.0	3天2板,房地产开发,京津冀      
002583	海能达：	20250418	2	34.0	58.0	 0.0	 8.0	19.36	 8.0	3天2板,中俄贸易概念,互联金融    
002194	武汉凡谷	20250418	2	29.0	63.0	 0.0	 8.0	9.744	 8.0	3天2板,创投,职业教育        

2025-04-22 09:48:09
飙升个股信息(今日人气飙升前100+排名350升1000/150升450/50升150)：
代码	名称	涨幅	换手	量比	成交量	成交额	九转	人气排名	人气较昨日变动	标签	股本
600822	上海物贸	9.99%	4.68	25.5	185533	1.87	7.0	283	1847	今日首板,进口博览,上海自贸	0+26 # 4+75%+1.8%

2025-04-22 09:50:42
人气个股信息1(排名350内+最近人气飙升超1000+最近涨幅<15%)：
代码	名称	涨幅	十日环比	人气排名	人气排名1日变动	人气排名3日变动	人气排名5日变动	九转	最近涨停	最近跌幅	标签	股本
301259	艾布鲁：	 2.97%	 5.64	150	-19	2739	1179	 9.0	T1	 -7.29%	昨日首板,乡村振兴,垃圾分类      	6+22 # 1+100%+3.2%         
002279	久其软件	 2.94%	14.09	 22	 -5	  74	 734	 9.0	T2	-12.69%	昨日首板,化债(AMC)概念,财税数字化	1+47 # 7+57%+0.0%          
001337	四川黄金	 2.86%	 8.06	 33	 -2	 255	-178	 3.0	T1	 -7.76%	昨日首板,贵金属,黄金概念       	10+22 # 3+67%+3.2%         
002809	红墙股份	 2.37%	16.07	 42	 -2	  -1	2965	 2.0	T3	 17.26%	4天3板,环氧丙烷,雄安新区      	0+0 # 1+100%+10.0%         
600963	岳阳林纸	 2.31%	-0.23	 90	  1	2676	1597	 3.0	T1	 -1.81%	昨日首板,绿色电力,工业大麻      	2+46 # 1+100%+0.8%         
605358	立昂微：	 2.16%	  1.6	 78	 -8	1408	 443	 1.0	T1	 -3.46%	昨日首板,IGBT概念,人工智能    	25+109 # 2+100%+6.0%       
002297	博云新材	 2.14%	 5.77	 56	 -9	 648	1719	 2.0	T1	  0.47%	昨日首板,央国企改革,通用航空     	2+29 # 1+0%+-3.1%          
603918	金桥信息	 1.89%	 7.22	 46	 -1	 755	 446	 9.0	T1	 -6.11%	昨日首板,蚂蚁概念,化债(AMC)概念 	67-16/1+50 # 11+55%+2.4%   
300464	星徽股份	 1.89%	11.96	 82	 -6	 998	 180	 1.0	T1	-10.73%	昨日首板,跨境电商,电商概念      	0+0 # 3+67%+4.4%           
603697	有友食品	 1.84%	  7.9	 81	-14	 682	-158	 9.0	T1	 -4.54%	昨日首板,食品饮料,成渝特区      	5+12 # 3+67%+4.7%          
000626	远大控股	 1.75%	  1.7	124	 -4	 655	-505	 1.0	T1	-21.18%	昨日首板,生态农业,贸易行业      	0+0 # 9+67%+2.6%           
003006	百亚股份	 1.62%	  8.0	 95	  0	1175	 831	 2.0	T1	  1.09%	昨日首板,电商概念,婴童概念      	26+24 #                    
600575	淮河能源	 1.52%	10.06	135	 52	 -57	 779	 1.0	T1	  7.73%	电力行业,一带一路           	6+43 # 2+0%+-1.1%          
601069	西部黄金	 1.04%	12.13	 40	 -5	 140	-104	 9.0	T1	 -6.84%	昨日首板,贵金属,黄金概念       	7+33 # 4+50%+0.6%          
002795	永和智控	 0.99%	 12.5	125	 -6	2662	 418	 4.0	T1	 -2.13%	昨日首板,贬值受益,BC电池      	0+0 # 3+67%+3.2%           
000601	韶能股份	 0.97%	13.47	164	-12	 -21	   7	 1.0	T1	 -3.42%	生态农业,电力行业           	6+30 # 6+67%+3.3%          
002345	潮宏基：	 0.94%	 6.17	 80	-12	 888	 -64	 1.0	T1	 -9.01%	昨日首板,新零售,NFT概念      	8+42 # 2+50%+1.9%          
300139	晓程科技	 0.75%	10.82	 17	 -4	 217	 -40	 9.0	T1	 -7.49%	昨日首板,贵金属,绿色电力       	1+39 # 1+0%+-14.7%         
600589	大位科技	 0.75%	-2.62	 27	 -3	 166	 188	 1.0	T1	 -5.03%	昨日首板,大数据,互联网服务      	27+48 # 25+68%+4.5%        
603669	灵康药业	 0.68%	 3.59	130	 -5	2862	1586	 1.0	T1	 -3.81%	昨日首板,IPO受益,化学制药     	0+15 # 3+100%+5.4%         
002773	康弘药业	 0.63%	  4.3	106	-16	 734	  73	 9.0	T1	 -6.02%	昨日首板,化学制药,阿兹海默      	4+54 # 3+100%+6.6%         
603308	应流股份	 0.56%	 2.24	116	  0	1567	1760	 9.0	T1	 -3.12%	昨日首板,一带一路,参股银行      	30+66 # 3+67%+1.3%         
603103	横店影视	 0.55%	 3.38	 74	  6	 268	 323	 1.0	T1	 -3.59%	昨日首板,虚拟现实,影视概念      	1+11 # 4+75%+3.8%          
603366	日出东方	 0.48%	 2.74	 60	-10	 591	 847	 3.0	T1	  0.11%	昨日首板,创投,参股银行        	0+0 # 19+79%+5.1%          
002651	利君股份	 0.29%	  6.7	 66	 -4	 984	1594	 1.0	T1	 -3.27%	昨日首板,成渝特区,节能环保      	0+0 # 4+75%+4.4%           
600562	国睿科技	  0.2%	-4.49	108	 -5	1797	1526	 9.0	T1	 -5.83%	昨日首板,PPP模式,长江三角     	28+66 # 1+100%+1.3%        
000822	山东海化	 0.15%	-6.08	 91	-14	 222	  84	-1.0	T1	 -5.11%	昨日首板,央国企改革,氢能源      	0+33 # 4+50%+-2.5%         
002584	西陇科学	-0.22%	 3.91	147	 -6	 -89	 146	-1.0	T1	  4.02%	流感人气龙头,互联金融,电商概念    	1+32 # 4+50%+0.1%          
603900	莱绅通灵	-0.29%	10.48	 77	  5	 109	1209	 0.0	T2	  1.77%	4天2板,新零售,黄金概念       	1+9 # 7+57%+1.6%           
603991	至正股份	-0.29%	 3.64	134	-13	2544	 942	-1.0	T1	 -2.47%	昨日首板,新材料,塑料制品       	53-14/2+37 # 12+83%+5.6%   
002716	湖南白银	 -0.5%	 8.21	 58	-14	 721	-190	 3.0	T1	  -5.5%	昨日首板,贵金属,黄金概念       	17+53 # 1+0%+-4.6%         
002985	北摩高科	 -0.7%	10.05	248	-20	 -50	1979	 3.0	T1	 12.65%	北京板块估值龙头,通用航空,铁路基建  	4+-4 # 2+100%+5.9%         
600187	国中水务	-0.74%	13.68	185	-13	 144	 480	-2.0	T1	  9.94%	公用事业,PPP模式          	3+42 # 13+62%+0.3%         
002235	安妮股份	-0.75%	 4.31	 51	-10	1645	 786	-1.0	T1	 -0.41%	昨日首板,造纸印刷,彩票概念      	0+0 # 3+33%+-3.9%          
600664	哈药股份	 -0.8%	  1.2	 88	-14	1616	1083	-1.0	T1	 -0.29%	昨日首板,超级真菌,养老概念      	5+-5 # 2+50%+1.6%          
002570	贝因美：	-0.81%	16.72	 75	-32	 -41	 -32	-9.0	T1	-10.14%	乳业人气龙头,婴童概念,网红经济    	6+44 # 18+72%+4.7%         
002155	湖南黄金	-0.91%	14.96	 39	-11	 141	 -71	 4.0	T1	 -6.31%	昨日首板,贵金属,黄金概念       	217-76/30+111 # 5+80%+4.2% 
002427	尤夫股份	-1.11%	12.17	 20	  2	   0	 148	 6.0	T3	 16.28%	化纤行业人气龙头,央国企改革,化纤行业 	0+0 # 13+62%+2.9%          
000859	国风新材	-1.19%	 5.07	 31	-12	   4	 156	 8.0	T2	  7.54%	4天2板,央国企改革,新材料      	0+37 # 16+56%+2.5%         
002277	友阿股份	-1.34%	 3.65	115	 28	 139	 489	-3.0	T1	  4.56%	彩票概念,机器人概念          	85-27/3+55 # 13+92%+6.8%   
001318	阳光乳业	-1.38%	  0.0	 72	  1	 359	  17	-1.0	T1	 -7.87%	昨日首板,乳业,婴童概念        	1+9 # 6+83%+5.3%           
000560	我爱我家	 -1.4%	 7.42	149	-22	  12	 898	-2.0	T1	 13.65%	房地产服务,租售同权          	8+45 # 6+67%+2.7%          
600370	三房巷：	-1.63%	  0.0	107	-13	1565	 720	 3.0	T1	 -3.47%	昨日首板,化学制品,新材料       	0+15 # 7+57%+2.9%          
600300	维维股份	-1.81%	 7.81	 36	-11	  22	 154	-1.0	T2	 -1.96%	昨日首板,婴童概念,抖音小店      	1+34 # 5+100%+3.8%         
002582	好想你：	 -1.9%	 6.88	 69	-30	 212	  -5	-1.0	T1	 -4.87%	昨日首板,网红经济,谷子经济      	39-4/4+31 # 16+62%+0.7%    
603237	五芳斋：	-1.93%	10.97	 83	-14	  75	 749	-1.0	T2	  2.95%	4天2板,食品饮料,虚拟数字人     	0+0 # 2+50%+-1.1%          
002172	澳洋健康	-1.94%	 3.51	 84	-19	1650	1325	-1.0	T1	  -0.3%	昨日首板,毛发医疗,医疗服务      	0+20 # 2+50%+-4.0%         
002391	长青股份	-2.02%	 2.32	 89	 -5	1429	2428	-1.0	T1	  1.85%	昨日首板,长江三角,节能环保      	1+23 # 1+100%+0.7%         
002255	海陆重工	-2.04%	13.46	197	  5	-102	  -1	-1.0	T1	  4.49%	煤化工人气龙头,核能核电,电源设备   	42-2/3+37 # 6+83%+3.2%     
300972	万辰集团	-2.04%	 9.43	119	-21	1032	 307	 1.0	T1	 -1.19%	昨日首板,新零售,农牧饲渔       	37+73 # 3+67%+0.7%         
603002	宏昌电子	-2.06%	13.04	161	  3	 -76	1469	-3.0	T2	  18.3%	4天2板,英伟达概念,3D打印     	71-35/7+29 # 9+33%+-2.1%   
603256	宏和科技	-2.16%	 4.77	105	 -6	2377	2048	-1.0	T1	   0.5%	昨日首板,5G概念,PCB       	0+0 # 5+40%+0.8%           
603630	拉芳家化	 -2.2%	 10.1	113	 -2	 345	 114	-1.0	T1	-13.26%	昨日首板,美容护理,医疗美容      	32-19/0+13 # 6+67%+0.5%    
002261	拓维信息	-2.32%	10.05	 23	-14	 -12	 125	-1.0	T1	 10.95%	智慧政务市值龙头,机器人概念,东数西算 	398-45/13+340 # 19+79%+4.5%
001222	源飞宠物	-2.34%	  7.0	104	 10	1401	 165	-1.0	T1	  0.72%	昨日首板,家用轻工,宠物经济      	12-2/3+7 # 5+40%+1.6%      
002177	御银股份	-2.43%	 7.84	153	 -8	 528	1285	-3.0	T1	  8.33%	创投,生物识别             	33-1/1+31 # 8+62%+2.1%     
000620	新华联：	-2.54%	 4.38	 53	-15	 494	2544	 2.0	T2	  9.82%	3天2板,房地产开发,京津冀      	2+-2 # 6+67%+3.5%          
002446	盛路通信	-2.67%	 2.64	168	-22	 982	2613	-5.0	T1	  6.87%	6G概念,商业航天           	4+54 #                     
002929	润建股份	-2.75%	 1.06	 97	-25	1083	 858	 3.0	T1	 -3.54%	昨日首板,智慧灯杆,东数西算      	130-45/4+81 # 8+75%+5.4%   
000863	三湘印象	-2.78%	 5.59	249	-38	 364	3166	-1.0	T1	 10.95%	元宇宙概念,租售同权          	1+23 # 4+25%+-2.4%         
300822	贝仕达克	-2.86%	 5.84	 92	-14	2871	 624	-1.0	T1	 -2.32%	昨日首板,智能家居,宠物经济      	0+0 # 5+100%+12.2%         
600609	金杯汽车	 -2.9%	 2.66	131	-16	2293	 901	-1.0	T1	 -2.52%	昨日首板,东北振兴,汽车零部件     	10+43 # 6+50%+2.4%         
600206	有研新材	-2.98%	 18.9	109	-17	   9	  19	-1.0	T1	 -5.45%	小金属,3D打印            	160-53/12+95 # 13+69%+2.8% 
002629	仁智股份	-3.47%	-9.38	114	 -6	 491	1122	-1.0	T2	 -7.91%	3天2板,油气设服,采掘行业      	1+18 # 14+57%+1.6%         
301009	可靠股份	 -3.8%	 5.88	 94	 -9	2562	 839	 3.0	T1	 -2.45%	昨日首板,养老概念,宠物经济      	16-2/3+11 # 1+100%+6.6%    
300892	品渥食品	-3.83%	 6.34	 86	-23	 201	 -36	-1.0	T1	 -8.09%	昨日首板,网红经济,啤酒概念      	0+11 # 10+80%+7.0%         
300051	琏升科技	-4.02%	  0.0	117	-21	4684	2686	-1.0	T1	   0.0%	昨日首板,远程办公,HIT电池     	2+-2 #                     
002866	传艺科技	 -4.2%	10.53	230	 72	 277	2066	-1.0	T1	 11.88%	富士康,钠离子电池           	34-7/2+25 # 8+50%+0.2%     
002342	巨力索具	-4.31%	 0.46	182	-40	 151	 478	-1.0	T1	   2.2%	军民融合,通用设备           	2+45 # 7+86%+7.6%          
601007	金陵饭店	 -4.4%	19.85	227	-38	-129	1011	-3.0	T2	  5.59%	养老概念,旅游酒店           	3+14 # 2+50%+3.0%          
603637	镇海股份	-4.54%	 9.48	110	 -8	2389	 714	 5.0	T1	 -2.89%	昨日首板,工程建设,氢能源       	1+19 # 3+33%+0.3%          
300322	硕贝德：	-4.84%	11.91	170	  5	 905	2116	-3.0	T1	 19.08%	生物识别人气龙头,6G概念,商业航天  	1+56 # 2+0%+-8.9%          
603042	华脉科技	-4.92%	 9.27	 29	 -3	 829	2630	-1.0	T2	  9.33%	3天2板,边缘计算,5G概念      	1+18 # 9+33%+-0.2%         
002836	新宏泽：	-8.19%	 18.5	239	 -2	 -97	2707	-5.0	T2	 19.78%	4天2板,造纸印刷           	0+0 # 3+100%+7.0%          
601068	中铝国际	-8.23%	16.67	193	-38	 -80	1691	-1.0	T2	 18.03%	4天2板,央国企改革,工程建设     	6+13 # 2+50%+3.3%          

2025-04-22 09:50:45
上证神奇九转指数情况：
代码	名称	涨幅(周)	九转(周)	涨幅(日)	九转(日)	涨幅(30分)	九转(30分)	涨幅(15分)	九转(15分)
000001	上证指数	 -0.40%	 1.0 |	  0.26%	4.0 |	  0.06%	-1.0 |	  0.04%	 6.0 |
000001	上证指数	 -0.28%	-1.0 |	  0.13%	5.0 |	  0.12%	 1.0 |	 -0.05%	 7.0 |
000001	上证指数	 -3.11%	-2.0 |	 -0.11%	6.0 |	  0.02%	 2.0 |	  0.00%	-1.0 |
000001	上证指数	  1.19%	-3.0 |	  0.45%	7.0 |	 -0.05%	 3.0 |	  0.16%	 1.0 |
000001	上证指数	  0.64%	-4.0 |	  0.19%	8.0 |	  0.19%	 4.0 |	  0.03%	 2.0 |

2025-04-22 09:50:46
深证神奇九转指数情况：
代码	名称	涨幅(周)	九转(周)	涨幅(日)	九转(日)	涨幅(30分)	九转(30分)	涨幅(15分)	九转(15分)
399001	深证综指	 -0.75%	-2.0 |	 -0.85%	 4.0 |	  0.22%	8.0 |	  0.07%	 5.0 |
399001	深证综指	 -2.28%	-3.0 |	 -0.16%	-1.0 |	  0.28%	9.0 |	 -0.05%	 6.0 |
399001	深证综指	 -5.13%	-4.0 |	  0.23%	-2.0 |	  0.04%	1.0 |	  0.04%	 7.0 |
399001	深证综指	 -0.54%	-5.0 |	  1.27%	 1.0 |	 -0.01%	2.0 |	 -0.19%	-1.0 |
399001	深证综指	  0.99%	-6.0 |	 -0.27%	 2.0 |	 -0.27%	3.0 |	 -0.08%	-2.0 |

2025-04-22 09:50:59
人气排名100短期神奇指数低点：
代码	名称	收盘	涨幅	成交量	成交额	九转	人气排名	人气较昨日变动	标签	股本
002713	东易日盛	4.17	-2.34%	56809	0.239	-2.0	519	1369	小米概念,智能家居	1+9 # 21+52%+1.9%
