
2025-04-18 10:32:42
涨停股统计信息：
建议仓位	涨停数(今/昨)	封板率(今/昨)	涨幅(今/昨)	跌停数(今/昨)
49	32/99	52.46%/74.44%	0.75%/2.96%	13/12

2025-04-18 10:32:43
强势板块信息：
板一/天/板数	板二/天/板数	板三/天/板数	板四/天/板数	板五/天/板数
央国企改革/8/8天4板	电商概念/7/5天5板	长江三角/6/12天6板	一带一路/5/2天2板	军工/5/6天4板

2025-04-18 10:32:44
龙头股信息：
代码	名称	板块	板数	标签	警告
002165	红宝丽：	环氧丙烷	 12天6板	12天6板,环氧丙烷,长江三角 	 5/5/20250415
601086	国芳集团	参股券商	11天10板	11天10板,商业百货,参股券商	 3/3/20250417
000965	天保基建	滨海新区	  8天4板	8天4板,滨海新区,房地产开发 	8/11/20250415
002564	天沃科技	熔盐储能	  6天4板	6天4板,熔盐储能,专业服务  	6/10/20250415
605188	国光连锁	 新零售	  5天5板	5天5板,商业百货,新零售   	 4/8/20250415

2025-04-18 10:32:44
连板天梯信息：
昨板数	今板数	涨停数	连板成功	连板成功率
6	->7	 1	0	  0.0%
4	->5	 3	1	33.33%
3	->4	 7	3	42.86%
2	->3	 9	3	33.33%
1	->2	66	6	 9.09%

2025-04-18 10:33:12
热门板块信息(人气350、飙升100、大涨超9%)：
类型	涨幅/股票数	板块(股票数)
人气	0.13%/337	长江三角(16),跨境支付(15),央国企改革(14),半导体(13),商业百货(12)
飙升	 2.25%/82	      减肥药(10),CRO(8),机构增持(7),互联金融(6),长江三角(4)
大涨	10.32%/41	     商业百货(5),房地产开发(3),环氧丙烷(3),长江三角(3),微盘股(3)

(今日与昨日量比)上证：-19% 深证：-4% 创业板：-4% 沪深300：-32% 中证1000：-12% 银行板块：-17%：

2025-04-18 10:33:30
涨幅后出货少：
代码	名称	涨停时间	涨停次数	涨<1量	涨>3量	涨>2量	涨>1量	成交额	九转	标签
000428	华天酒店	20250411	2	67.0	20.0	 2.0	11.0	0.022	-2.0	昨日首板,参股保险,央国企改革   
002453	华软科技	20250411	2	66.0	16.0	 0.0	18.0	0.036	 3.0	昨日首板,互联金融,独角兽     
600712	南宁百货	20250411	2	64.0	22.0	 2.0	12.0	0.046	-6.0	退税商店,商业百货         
002127	南极电商	20250414	2	70.0	 7.0	14.0	 9.0	0.358	 3.0	昨日首板,长江三角,创投      
600053	九鼎投资	20250414	2	70.0	22.0	 0.0	 7.0	0.005	 3.0	今日首板,多元金融,创投      
002255	海陆重工	20250414	2	68.0	 9.0	12.0	11.0	0.343	-3.0	昨日首板,第三代半导体,可控核聚变 
002843	泰嘉股份	20250414	2	65.0	17.0	12.0	 5.0	0.055	 3.0	昨日首板,消费电子,AIPC    
002562	兄弟科技	20250415	2	64.0	18.0	 1.0	16.0	0.102	-3.0	4天2板,化学制品,PEEK材料概念
603110	东方材料	20250415	2	63.0	21.0	 6.0	 9.0	0.047	-4.0	4天2板,石墨烯,数据中心     
603359	东珠生态	20250415	2	63.0	27.0	 2.0	 8.0	0.035	 2.0	4天2板,PPP模式,碳交易    
600735	新华锦：	20250415	1	58.0	29.0	 4.0	 9.0	0.018	-1.0	一带一路,养老概念         

2025-04-18 10:33:35
飙升个股信息(今日人气飙升前100+排名350升1000/150升450/50升150)：
代码	名称	涨幅	换手	量比	成交量	成交额	九转	人气排名	人气较昨日变动	标签	股本
301509	金凯生科	16.43%	19.23	20.41	1312	0.037	3.0	 35	3948	减肥药,CRO       	0+0 #                 
002177	御银股份	10.12%	 8.68	 6.84	3182	0.015	3.0	 96	1737	今日首板,数字货币,互联金融	33-1/1+31 # 8+62%+2.1%
301566	达利凯普	20.01%	 9.45	14.48	 132	0.002	3.0	102	2374	今日首板,MLCC,被动元件	3+22 #                
600721	百花医药	 3.66%	14.99	 6.75	8698	0.059	3.0	139	1765	CRO,肝炎概念      	3+18 # 2+50%+-0.1%    
301393	昊帆生物	 4.73%	 8.19	 5.17	 402	0.019	3.0	235	1730	CRO,生物制品      	4+12 #                
002724	海洋王：	 4.95%	 4.04	 3.99	8312	0.049	3.0	272	1702	电子元件,石墨烯      	1+-1 # 6+67%+4.2%     
300266	兴源环境	11.82%	 4.34	 7.98	7318	0.018	3.0	347	4122	PPP模式,碳交易     	0+0 # 4+50%+7.4%      
300961	深水海纳	 4.98%	12.76	 4.31	2513	0.039	3.0	348	1820	鸿蒙概念,PPP模式    	0+0 # 6+67%+2.0%      

2025-04-18 10:35:22
人气个股信息1(排名350内+最近人气飙升超1000+最近涨幅<15%)：
代码	名称	涨幅	十日环比	人气排名	人气排名1日变动	人气排名3日变动	人气排名5日变动	九转	最近涨停	最近跌幅	标签	股本
603078	江化微：	-1.64%	 7.27	218	-63	-105	  96	-3.0	T1	  1.84%	中芯概念,电子化学品          	2+43 # 5+40%+-1.1%         
603315	福鞍股份	-1.79%	-0.84	117	-33	1277	 389	-3.0	T1	  1.96%	昨日首板,节能环保,超超临界发电    	0+21 # 8+50%+1.3%          
002153	石基信息	 -1.8%	 0.56	 63	-24	2308	1483	-3.0	T1	  3.43%	昨日首板,食品安全,远程办公      	0+0 # 5+40%+1.8%           
002040	南京港：	-1.84%	 7.37	 32	  2	1160	  -6	-3.0	T2	 -5.59%	一带一路人气龙头,央国企改革,航运港口 	0+0 # 3+33%+-1.0%          
002255	海陆重工	-2.02%	 -2.3	 30	-16	  67	 330	-3.0	T2	  10.3%	昨日首板,第三代半导体,可控核聚变   	42-2/3+37 # 5+100%+3.9%    
001300	三柏硕：	-2.49%	 3.34	100	-13	 808	2851	-3.0	T2	  7.01%	昨日首板,跨境电商,家用轻工      	0+0 # 3+33%+-1.8%          
603933	睿能科技	-2.52%	 4.47	111	-62	  18	 493	-3.0	T2	 -2.39%	昨日首板,半导体,PLC概念      	0+0 # 4+50%+-1.5%          
603116	红蜻蜓：	-2.78%	 -0.6	121	-41	2203	2167	-3.0	T1	  5.45%	昨日首板,纺织服装,C2M概念     	2+15 # 4+75%+3.4%          
603931	格林达：	-2.92%	12.05	114	-42	 102	1393	-3.0	T2	  9.64%	昨日首板,光刻机(胶),电子化学品   	2+16 # 5+40%+0.1%          
603039	泛微网络	-3.03%	 3.15	170	-64	 917	1188	-3.0	T1	  5.38%	昨日首板,国产软件,远程办公      	23+69 # 9+78%+4.4%         
002188	中天服务	-3.09%	 5.28	 62	 27	2882	1780	-3.0	T1	  3.25%	昨日首板,房地产服务,微盘股      	1+8 # 1+0%+-5.3%           
002374	中锐股份	-3.14%	  2.6	180	-73	1687	 -58	-1.0	T1	 -0.42%	昨日首板,包装材料,白酒        	0+0 # 8+50%+0.9%           
002155	湖南黄金	-3.16%	19.82	230	-56	 -51	  51	-1.0	T1	 11.31%	贬值受益,贵金属            	217-76/30+111 # 5+80%+4.2% 
603011	合锻智能	-3.32%	-5.43	204	-40	 -45	 128	-7.0	T1	  6.55%	Chiplet概念,可控核聚变     	42-15/1+26 # 10+60%+1.5%   
002562	兄弟科技	-3.39%	  5.0	 71	-14	1735	2299	-3.0	T2	 12.63%	4天2板,化学制品,PEEK材料概念  	1+-1 # 3+67%+3.2%          
301190	善水科技	-3.41%	 1.08	 78	  4	2101	1215	-3.0	T1	  0.41%	昨日首板,幽门螺杆菌概念,化学制品   	1+15 # 1+0%+-1.3%          
603801	志邦家居	-3.46%	-0.82	155	-70	2661	1330	-3.0	T1	 -2.16%	昨日首板,工业互联,装修建材      	4+26 # 2+100%+3.2%         
002639	雪人股份	-3.95%	-3.48	232	-25	 -59	 205	-7.0	T1	 12.64%	氦气概念,可控核聚变          	1+50 # 7+57%+0.9%          
002631	德尔未来	-3.97%	 2.65	 98	-40	 510	 -89	-3.0	T1	 -1.96%	昨日首板,装修建材,C2M概念     	0+11 # 7+43%+-1.5%         
603128	华贸物流	-4.02%	12.05	  8	 -2	 424	 263	-1.0	T3	  7.52%	4天3板,快递概念,物流行业      	2+-2 # 1+100%+10.0%        
002719	麦趣尔：	-4.04%	12.93	 41	-21	1355	1963	-3.0	T3	 13.14%	4天3板,食品饮料,乳业        	1+9 # 6+67%+2.4%           
002820	桂发祥：	-4.07%	 8.19	 10	 -3	1471	1498	-3.0	T2	  3.81%	3天2板,食品饮料,抖音小店      	1+16 # 9+89%+7.8%          
002566	益盛药业	-4.19%	 6.73	119	-59	 476	 698	 6.0	T1	 -2.02%	昨日首板,农业种植,化妆品概念     	0+0 # 1+100%+1.2%          
600391	航发科技	-4.22%	12.81	 51	-23	 467	 -32	-3.0	T1	 12.77%	昨日首板,大飞机,航天航空       	68-25/3+40 # 4+50%+2.1%    
000920	沃顿科技	-4.35%	18.37	108	-42	  93	-274	-3.0	T1	 -6.31%	昨日首板,净水概念,环保行业      	2+22 # 2+50%+-1.5%         
000558	天府文旅	-4.53%	 8.88	168	-14	  11	 181	-5.0	T1	  5.78%	电子竞技人气龙头,冰雪经济,旅游酒店  	1+27 # 9+67%+3.2%          
000670	盈方微：	-4.55%	16.17	202	-21	-146	 314	-6.0	T2	 12.38%	半导体概念,半导体           	57-7/4+46 # 12+67%+2.3%    
603819	神力股份	-4.64%	12.87	158	-61	 246	 566	-3.0	T1	 -2.29%	昨日首板,国家安防,电机        	2+15 # 6+50%+2.1%          
603967	中创物流	-4.64%	-4.32	245	-74	 312	  38	-3.0	T1	-13.86%	中俄贸易概念,物流行业         	1+16 # 2+100%+7.0%         
300805	电声股份	-4.65%	 3.75	 67	-20	2362	2354	-3.0	T1	  3.37%	昨日首板,电商概念,网红直播      	1+-1 # 2+50%+0.8%          
603188	亚邦股份	-4.69%	 6.02	 79	-17	-105	 637	-3.0	T3	  7.57%	6天3板,央国企改革,化学制品     	0+15 # 12+75%+2.6%         
000820	神雾节能	-4.71%	 3.04	201	-83	2165	1659	-3.0	T1	  2.15%	昨日首板,环保行业,微盘股       	0+9 # 8+50%+0.0%           
603506	南都物业	-4.75%	 2.97	128	-28	1769	 705	-2.0	T1	  -5.7%	昨日首板,微盘股,社区团购       	18-10/1+7 # 2+50%+0.7%     
002279	久其软件	-4.83%	 4.53	174	-43	1289	1602	-3.0	T1	 12.27%	网红直播,远程办公           	1+47 # 7+57%+0.0%          
002553	南方精工	-5.17%	 6.34	 39	 -7	 198	 201	-2.0	T1	 11.36%	减速器,国产芯片            	42-5/4+33 # 13+69%+2.4%    
600300	维维股份	-5.31%	 8.58	 59	-21	 328	  46	-3.0	T1	 13.95%	乳业,粮食概念             	1+34 # 4+100%+3.3%         
000062	深圳华强	-5.34%	14.03	109	  2	 -90	 155	-6.0	T2	 11.73%	电商概念,第三代半导体         	8+75 # 21+86%+5.9%         
002492	恒基达鑫	-5.34%	 3.28	106	-52	3274	1973	-1.0	T1	  1.19%	昨日首板,快递概念,物流行业      	0+0 #                      
605287	德才股份	-5.37%	-1.83	178	-73	3274	1805	-3.0	T1	  1.89%	昨日首板,装修装饰,微盘股       	0+0 # 4+25%+-0.9%          
300947	德必集团	-5.38%	14.17	123	-55	 797	-122	-3.0	T1	 -5.76%	昨日首板,人工智能,空间计算      	0+0 # 2+0%+-5.9%           
603171	税友股份	-5.42%	 3.57	153	-55	1846	1368	-3.0	T1	  2.43%	昨日首板,财税数字化,互联网服务    	20+24 # 5+40%+-1.6%        
601008	连云港：	-5.53%	13.97	 31	-20	   2	  -8	-4.0	T2	-10.35%	11天7板,中俄贸易概念,航运港口   	1+29 # 6+83%+7.7%          
001316	润贝航科	-5.53%	10.02	 73	  6	1545	 -97	-3.0	T1	  0.46%	昨日首板,贸易行业,大飞机       	0+10 # 2+0%+-1.4%          
002715	登云股份	-5.54%	 4.71	186	-74	1277	 550	-3.0	T1	  5.71%	昨日首板,汽车零部件,黄金概念     	0+16 # 6+83%+3.3%          
000899	赣能股份	-5.59%	 7.23	224	-75	 266	 774	-3.0	T1	 13.83%	超超临界发电,电力行业         	1+24 # 1+0%+-0.1%          
600505	西昌电力	 -5.8%	16.23	162	-38	 317	 793	-3.0	T1	  3.18%	绿色电力,电力行业           	1+18 # 4+75%+0.7%          
603900	莱绅通灵	-5.89%	 1.82	104	-45	1273	 344	-3.0	T1	  2.81%	昨日首板,新零售,黄金概念       	1+9 # 6+67%+3.0%           
000601	韶能股份	-6.05%	 0.18	122	-41	 118	 507	-5.0	T2	 15.63%	生态农业,电力行业           	6+30 # 6+67%+3.3%          
600292	远达环保	-6.09%	 0.35	247	-27	 -75	  93	-5.0	T1	 -4.21%	成渝特区,环保行业           	2+-2 # 18+89%+6.9%         
000505	京粮控股	-6.21%	11.73	220	-51	 148	 671	-3.0	T2	 15.24%	农牧饲渔,生态农业           	0+21 # 5+40%+0.3%          
600448	华纺股份	-6.42%	10.76	127	-60	2653	1866	-3.0	T1	 10.04%	昨日首板,抗菌面料,C2M概念     	0+0 #                      
603072	天和磁材	-6.66%	 3.55	191	-35	 -15	  40	-3.0	T1	 -4.41%	小金属概念人气龙头,稀土永磁,注册制次新	0-0/0+0 # 9+67%+1.7%       
300616	尚品宅配	-6.68%	 5.38	115	-44	1829	 507	-3.0	T1	 -0.92%	昨日首板,小红书概念,C2M概念    	0+0 # 1+100%+7.8%          
001356	富岭股份	-6.84%	-7.17	206	 20	 -10	 194	-3.0	T1	  4.01%	贬值受益,注册制次新股         	0+0 # 3+67%+-0.5%          
605138	盛泰集团	-7.33%	 4.17	 91	 -1	2227	 741	-3.0	T2	 -0.17%	大股东增持,纺织服装          	0+0 # 1+100%+2.7%          

2025-04-18 10:35:24
上证神奇九转指数情况：
代码	名称	涨幅(周)	九转(周)	涨幅(日)	九转(日)	涨幅(30分)	九转(30分)	涨幅(15分)	九转(15分)
000001	上证指数	 -1.60%	-1.0 |	  0.76%	2.0 |	  0.09%	-2.0 |	 -0.39%	-1.0 |
000001	上证指数	 -0.40%	 1.0 |	  0.15%	3.0 |	  0.02%	-3.0 |	  0.04%	-2.0 |
000001	上证指数	 -0.28%	-1.0 |	  0.26%	4.0 |	 -0.35%	-4.0 |	 -0.02%	-3.0 |
000001	上证指数	 -3.11%	-2.0 |	  0.13%	5.0 |	 -0.01%	-5.0 |	  0.01%	-4.0 |
000001	上证指数	  0.99%	-3.0 |	 -0.31%	6.0 |	  0.05%	-6.0 |	  0.05%	 1.0 |

2025-04-18 10:35:25
深证神奇九转指数情况：
代码	名称	涨幅(周)	九转(周)	涨幅(日)	九转(日)	涨幅(30分)	九转(30分)	涨幅(15分)	九转(15分)
399001	深证综指	 -2.65%	-1.0 |	  0.51%	 2.0 |	  0.09%	-3.0 |	 -0.08%	-3.0 |
399001	深证综指	 -0.75%	-2.0 |	 -0.27%	 3.0 |	 -0.36%	-4.0 |	 -0.11%	-4.0 |
399001	深证综指	 -2.28%	-3.0 |	 -0.85%	 4.0 |	 -0.19%	-5.0 |	 -0.01%	-5.0 |
399001	深证综指	 -5.13%	-4.0 |	 -0.16%	-1.0 |	 -0.05%	-6.0 |	 -0.04%	-6.0 |
399001	深证综指	 -1.02%	-5.0 |	 -0.25%	-2.0 |	 -0.01%	-7.0 |	 -0.01%	-7.0 |

2025-04-18 10:35:41
人气排名100短期神奇指数低点：
代码	名称	收盘	涨幅	成交量	成交额	九转	人气排名	人气较昨日变动	标签	股本
301226	祥明智能	 23.9	-0.25%	 365	0.009	-7.0	1112	3751	汽车热管理,冷链物流          	15-0/3+12 # 2+0%+-9.4%
301153	中科江南	23.89	-0.38%	 493	0.012	-7.0	1955	2663	机构推荐,数字货币,互联金融      	5+20 # 1+0%+-6.0%     
301598	博科测试	57.33	-0.23%	  88	0.005	-7.0	 672	2313	次新股,注册制次新股          	0+8 #                 
301577	美信科技	47.74	-0.13%	  15	0.001	-7.0	3056	2076	电子元件,数据中心           	0+0 # 1+100%+1.5%     
300848	美瑞新材	16.65	 0.06%	 109	0.002	-7.0	2410	2016	小米概念,新材料            	0+0 #                 
300363	博腾股份	13.59	-0.07%	1076	0.015	-7.0	1309	1890	机构增持,减肥药,CRO        	8+36 # 1+100%+5.0%    
301383	天键股份	35.21	-0.14%	1942	0.068	-7.0	1300	1799	AI眼镜,增强现实           	1+17 # 2+50%+2.3%     
301230	泓博医药	 25.9	-0.19%	1201	0.031	-7.0	2363	1792	流感,贬值受益             	8+17 # 2+50%+4.6%     
301096	百诚医药	32.37	 0.03%	 184	0.006	-7.0	1152	1661	CRO估值龙头,医疗服务,AI制药（医疗	1+-1 #                
001282	三联锻造	22.05	 -0.5%	1566	0.035	-7.0	1831	1649	小米汽车,华为汽车           	15-4/0+11 # 7+71%+0.6%

2025-04-18 10:35:48
高换手率的冷门股：
代码	名称	涨幅	人气	换手	量比	成交额	九转	标签
603023	*ST威帝	 4.21%	3565	1.59	9.85	0.29	 3.0	胎压监测,车联网(车路云)       
603722	 阿科力：	-2.72%	3857	1.75	8.09	0.52	-6.0	燃料电池,虚拟现实           
301337	 亚华电子	 2.02%	2159	5.21	6.42	0.54	 3.0	鸿蒙概念,互联医疗           
600513	 联环药业	-4.25%	2055	3.86	5.85	0.99	-4.0	超级真菌,化妆品概念          
600462	*ST九有	-5.15%	3964	 2.0	 5.7	0.16	-4.0	通信设备,化妆品概念          
000838	 财信发展	 2.64%	2694	1.63	5.34	 0.4	 2.0	房地产开发,西部大开发         
002700	 新疆浩源	 6.81%	3358	2.38	5.34	0.78	 2.0	参股保险,燃气             
603162	 海通发展	-3.46%	2121	2.41	3.32	0.53	-4.0	统一大市场估值龙头,统一大市场,航运港口
300931	 通用电梯	-1.43%	2299	2.72	3.07	0.33	-6.0	物联网,微盘股             
603679	 华体科技	-0.53%	2117	1.66	3.06	0.31	-5.0	5G概念,锂电池            
002792	 通宇通讯	  3.8%	2502	 2.1	2.97	0.88	 2.0	6G概念,毫米波概念          
002253	 川大智胜	 2.77%	2113	2.73	2.89	0.56	 2.0	华为昇腾,生物识别           
002842	 翔鹭钨业	 1.74%	2650	 2.4	2.73	0.42	 3.0	微盘股市值龙头,小金属概念,微盘股   
301276	 嘉曼服饰	 -4.4%	2716	 6.9	2.73	0.54	-4.0	婴童概念,纺织服装           
301272	 英华特：	 1.31%	2796	2.75	2.67	0.31	 3.0	汽车热管理,冷链物流          
002723	 小崧股份	 0.96%	2544	2.25	2.53	0.46	 3.0	液冷概念,电子烟            
603201	 常润股份	 0.51%	3158	1.64	2.43	0.17	 3.0	汽车零部件,贬值受益          
300254	 仟源医药	-1.73%	2372	4.45	2.37	0.88	-6.0	基因测序,婴童概念           
002247	 聚力文化	 1.26%	3492	1.86	2.35	0.29	 2.0	长江三角,创投             
001299	 美能能源	-1.24%	3094	4.63	2.17	0.34	-5.0	天然气,西部大开发           
